Element,xc,yc,S11,S22,S12,E11,E22,G12
387,0.0694444444444444,0.133333333333333,97945341.2137928,6485925.85210534,-5606264.42234242,0.000457140778372196,-0.000109036554819202,-6.9410892848049e-05
388,0.0555555555555556,0.146666666666667,103383477.625236,15802621.6768861,-9502842.37951026,0.000469727100581762,-7.24401029080221e-05,-0.000117654238984413
389,0.111111111111111,0.133333333333333,99349585.1618949,3171531.8029394,-2675937.26435885,0.000468562502957205,-0.000126825446407757,-3.31306518444429e-05
390,0.0972222222222222,0.146666666666667,100702216.693822,7312988.49611407,-4099408.99771508,0.000469087238785656,-0.000109036554819202,-5.07545875907582e-05
391,0.152777777777778,0.133333333333333,99817920.5466534,1479751.91234814,-846823.53119741,0.000473209499871185,-0.000135550591674514,-1.04844818148251e-05
392,0.138888888888889,0.146666666666667,99056162.128663,3083504.89296981,-1025407.42629757,0.000467291003146533,-0.000126825446407757,-1.26955205160652e-05
393,0.194444444444444,0.133333333333333,99924944.4033615,608875.454755731,116551.622959872,0.000474963246509213,-0.000139850513648822,1.44302009378889e-06
394,0.180555555555556,0.146666666666667,98387129.3758337,1050514.56110222,452335.701570435,0.000467009404797633,-0.000135550591674514,5.60034678134824e-06
395,0.236111111111111,0.133333333333333,99927961.4045931,171914.41636819,526526.850637264,0.000475601843236584,-0.000141935590500046,6.51890386503279e-06
396,0.222222222222222,0.146666666666667,98321237.3969838,127763.35284242,1003266.13552226,0.000468013849481576,-0.000139850513648822,1.24213902493232e-05
397,0.277777777777778,0.133333333333333,99916882.2682279,-31258.8617374226,625329.118533534,0.00047583933298452,-0.000142887254962885,7.74217003898662e-06
398,0.263888888888889,0.146666666666667,98545647.0377251,-242779.893692177,1075488.40837188,0.000469611814313489,-0.000141935590500046,1.33155707703186e-05
399,0.319444444444444,0.133333333333333,99914387.5665665,-109861.248713356,572321.190411533,0.00047593974257705,-0.000143257988184206,7.08588140509517e-06
400,0.305555555555556,0.146666666666667,98864708.6056044,-346910.960524492,935628.010402327,0.000471279913779818,-0.000142887254962885,1.15839658430764e-05
401,0.361111111111111,0.133333333333333,99921392.8506918,-125341.115341958,461693.26604974,0.000475995215168069,-0.000143341709383569,5.71620234156821e-06
402,0.347222222222222,0.146666666666667,99175864.4248805,-331418.191219151,729122.04690246,0.000472739475629744,-0.000143257988184206,9.02722534260189e-06
403,0.402777777777778,0.133333333333333,99933876.0161929,-112215.811866418,343374.43028617,0.000476035908379776,-0.00014329704103202,4.25130247020972e-06
404,0.388888888888889,0.146666666666667,99435672.8767165,-271057.107534546,527347.060438787,0.000473890428614176,-0.000143341709383569,6.52905884352783e-06
405,0.444444444444444,0.133333333333333,99948028.5563528,-89170.4342175797,240036.500724924,0.000476070379460086,-0.000143207519052969,2.97188048516573e-06
406,0.430555555555556,0.146666666666667,99633448.8393896,-202343.964907426,359408.849881161,0.000474734057280294,-0.00014329704103202,4.44982385567152e-06
407,0.486111111111111,0.133333333333333,99961371.8785378,-65553.3812119365,159038.333557108,0.000476100180442388,-0.000143114118784635,1.96904603451658e-06
408,0.472222222222222,0.146666666666667,99774251.8418516,-141303.448567946,232143.834683684,0.000475317347030581,-0.000143207519052969,2.87416176275037e-06
409,0.527777777777778,0.133333333333333,99972661.5917425,-45378.8173469231,100045.126608016,0.000476125120175936,-0.000143034177594617,1.2386539484802e-06
410,0.513888888888889,0.146666666666667,99869058.0857634,-93247.5190442652,141998.008667668,0.000475700154007032,-0.000143114118784635,1.75807058350446e-06
411,0.569444444444445,0.133333333333333,99981515.1646961,-29798.8741335049,59503.481554855,0.00047614502298541,-0.000142972635350202,7.36709771631539e-07
412,0.555555555555555,0.146666666666667,99929647.7200965,-58282.9788407087,81632.0284310579,0.000475938726732137,-0.000143034177594617,1.01068225676548e-06
413,0.611111111111111,0.133333333333333,99988054.741511,-18582.4369286783,33047.2701920617,0.000476160140345665,-0.000142928565997057,4.09156678568383e-07
414,0.597222222222222,0.146666666666667,99966312.4237598,-34359.6964144148,43278.899292923,0.000476079144441353,-0.000142972635350202,5.35833991245713e-07
415,0.652777777777778,0.133333333333333,99992641.9704757,-10951.8784749173,16642.9241153734,0.000476171083495324,-0.000142898783188655,2.06055250952242e-07
416,0.638888888888889,0.146666666666667,99987116.5892121,-18863.8826183267,20214.9696391499,0.000476156075019036,-0.000142928565997057,2.50280576484714e-07
417,0.694444444444445,0.133333333333333,99995708.3492904,-6019.55428577214,7022.1066272644,0.000476178639121791,-0.000142879676471776,8.69403677661307e-08
418,0.680555555555555,0.146666666666667,99997930.487998,-9365.32321820036,7211.19643925177,0.000476194000404588,-0.000142898783188655,8.92814797240696e-08
419,0.736111111111111,0.133333333333333,99997661.2626171,-2987.38006929308,1746.82739691392,0.000476183607031609,-0.000142868027423116,2.16273868189343e-08
420,0.722222222222222,0.146666666666667,100002784.993372,-3896.56106118113,488.023401830798,0.00047620930457948,-0.000142879676471776,6.0421944988575e-09
421,0.777777777777778,0.133333333333333,99998841.8235728,-1214.93119829148,-889.279665370634,0.00047618669668063,-0.000142861273706048,-1.10101291903031e-08
422,0.763888888888889,0.146666666666667,100004308.153716,-993.31273952499,-2529.00611523386,0.000476212410226372,-0.000142868027423116,-3.13115042838478e-08
423,0.819444444444445,0.133333333333333,99999513.7765041,-220.546438876539,-2011.31732406921,0.000476188475906837,-0.000142857498473286,-2.49020240122855e-08
424,0.805555555555555,0.146666666666667,100004130.280981,371.606024108827,-3496.98050123563,0.000476209613329398,-0.000142861273706048,-4.32959490629173e-08
425,0.861111111111111,0.133333333333333,99999867.6622753,347.003109805286,-2308.7506982533,0.000476189350292106,-0.000142855301407489,-2.85845324545647e-08
426,0.847222222222222,0.146666666666667,100003215.081317,889.845005068928,-3414.26157459163,0.000476204514894361,-0.000142857498473286,-4.22718099711344e-08
427,0.902777777777778,0.133333333333333,100000028.917286,742.284396763891,-2152.29446202547,0.000476189553485558,-0.000142853649479948,-2.66474552441248e-08
428,0.888888888888889,0.146666666666667,100002110.130593,1019.74360520765,-2824.67751316282,0.000476199067654818,-0.000142855301407489,-3.49721977820159e-08
429,0.944444444444445,0.133333333333333,100000063.197339,1126.48337934539,-1676.04903307501,0.000476189167868214,-0.000142851868932487,-2.0751083266643e-08
430,0.930555555555555,0.146666666666667,100001124.047379,1070.82342447713,-1969.69806847938,0.000476194299049292,-0.000142853649479948,-2.43867379906971e-08
431,0.986111111111111,0.133333333333333,99999985.6154712,1378.06699770689,-817.690839837972,0.00047618843902558,-0.000142850560084017,-1.01237913503749e-08
432,0.972222222222222,0.146666666666667,100000444.977837,1241.01752881706,-916.716444634557,0.000476190822250373,-0.000142851868932487,-1.13498226478564e-08
433,0.0277777777777778,0.173333333333333,98163770.844345,7682410.81331095,-10807398.2793602,0.00045647165523977,-0.00010365104971425,-0.000133805883458746
434,0.0138888888888889,0.186666666666667,121480947.513614,36444284.2540841,-24729202.844478,0.000526417439225659,0,-0.000306171082836394
435,0.0694444444444444,0.173333333333333,99678384.429481,3452311.02437012,-5126510.17036355,0.000469727100581762,-0.000125958115735591,-6.34710782997391e-05
436,0.0555555555555556,0.186666666666667,102569811.008655,9004222.86260408,-7347292.76539979,0.000475564495951782,-0.00010365104971425,-9.09664818573308e-05
437,0.111111111111111,0.173333333333333,99010831.4232387,1675037.59416976,-2139065.33528584,0.000469087238785656,-0.000133467675394294,-2.64836660559199e-05
438,0.0972222222222222,0.186666666666667,95808548.467085,2291360.23565133,-1364301.86954412,0.000452957811411379,-0.000125958115735591,-1.689135648007e-05
439,0.152777777777778,0.173333333333333,98367988.8325794,789593.906024411,-696767.465557126,0.000467291003146533,-0.000136765727351188,-8.62664481165966e-06
440,0.138888888888889,0.186666666666667,94241878.2368031,244351.638239112,635061.914215086,0.000448421774977769,-0.000133467675394294,7.86267131885345e-06
441,0.194444444444444,0.173333333333333,98172240.0961691,334216.96222014,-36224.3016326025,0.000467009404797633,-0.000138654547936336,-4.48491353546507e-07
442,0.180555555555556,0.186666666666667,94695734.9035146,-312082.272695005,1132469.86560001,0.000451377902787253,-0.000136765727351187,1.40210554788572e-05
443,0.236111111111111,0.173333333333333,98314071.4099042,103876.729243908,229506.922638577,0.000468013849481576,-0.000139954022351083,2.84151428028715e-06
444,0.222222222222222,0.186666666666667,95786272.4003817,-381573.346516058,1083140.29862505,0.000456670211449222,-0.000138654547936336,1.34103084591673e-05
445,0.277777777777778,0.173333333333333,98616929.7745755,-5170.77085764706,300275.691693377,0.000469611814313489,-0.000140905950967763,3.71769904001324e-06
446,0.263888888888889,0.186666666666667,96927770.2897704,-312013.606796231,866331.051174751,0.000462006544627663,-0.000139954022351083,1.0726003490735e-05
447,0.319444444444444,0.173333333333333,98954024.3440664,-49191.8323177658,281768.697281106,0.000471279913779818,-0.000141597138740656,3.48856482348036e-06
448,0.305555555555556,0.186666666666667,97897611.1617089,-220966.354717631,630771.545367245,0.000466494766991067,-0.000140905950967763,7.80955246645161e-06
449,0.361111111111111,0.173333333333333,99257336.8043285,-59843.5930593498,229595.131209068,0.000472739475629744,-0.000142081164925514,2.84260638639799e-06
450,0.347222222222222,0.186666666666667,98638812.9210396,-143755.259225793,429784.991676296,0.000469913997613368,-0.000141597138740656,5.32114751599223e-06
451,0.402777777777778,0.173333333333333,99500493.3533541,-54988.8520759828,171641.499402242,0.000473890428614176,-0.000142405413609915,2.12508523069442e-06
452,0.388888888888889,0.186666666666667,99166098.2602687,-87215.1562772729,276598.794450524,0.000472344108605485,-0.000142081164925514,3.42455650272078e-06
453,0.444444444444444,0.173333333333333,99680834.7071022,-44391.0725318938,120362.913270046,0.000474734057280294,-0.000142612578498393,1.49020749762915e-06
454,0.430555555555556,0.186666666666667,99520046.8606896,-49122.7998753227,168149.157001284,0.000473975160479296,-0.000142405413609915,2.08184670573018e-06
455,0.486111111111111,0.173333333333333,99806736.4644597,-33021.373207517,79919.2715225367,0.000475317347030581,-0.000142738296726407,9.89476695040931e-07
456,0.472222222222222,0.186666666666667,99745196.6169208,-25082.4995863251,95780.8527117146,0.000475012958889508,-0.000142612578498393,1.18585817643075e-06
457,0.527777777777778,0.173333333333333,99890105.2736401,-23090.2261219658,50359.3260826437,0.000475700154007032,-0.000142810103848638,6.23496418166065e-07
458,0.513888888888889,0.186666666666667,99880601.0869797,-10861.9864515103,50069.0197338255,0.000475637427061501,-0.000142738296726407,6.19902149085459e-07
459,0.569444444444445,0.173333333333333,99942540.8229404,-15305.9693610184,29999.6356882161,0.000475938726732137,-0.000142847943886872,3.71424060901723e-07
460,0.555555555555555,0.186666666666667,99956822.9398469,-3074.92625992745,22813.6526689492,0.000475989263893928,-0.000142810103848638,2.82454747329848e-07
461,0.611111111111111,0.173333333333333,99973730.2673251,-9633.55119654909,16691.8101394884,0.000476079144441353,-0.000142865488720924,2.06660506488904e-07
462,0.597222222222222,0.186666666666667,99996033.7718494,741.915311675519,7642.76303412478,0.000476170529510742,-0.000142847943886872,9.4624685184402e-08
463,0.652777777777778,0.173333333333333,99991056.9916414,-5729.20785412192,8427.14445199279,0.000476156075019036,-0.000142871649073079,1.0433607416753e-07
464,0.638888888888889,0.186666666666667,100013384.381905,2262.6831773594,-35.224485923232,0.000476250978937865,-0.000142865488720924,-4.36112682859063e-10
465,0.694444444444445,0.173333333333333,99999788.6181477,-3171.55605265871,3568.66957815601,0.000476194000404588,-0.000142871943530938,4.4183528110503e-08
466,0.680555555555555,0.186666666666667,100018686.898858,2559.7643108964,-3336.72817725726,0.000476275804616975,-0.000142871649073079,-4.13118726708041e-08
467,0.736111111111111,0.173333333333333,100003482.654186,-1571.02501694486,890.966921694874,0.00047620930457948,-0.000142869599148917,1.1031019030508e-08
468,0.722222222222222,0.186666666666667,100017961.40956,2280.28137109801,-4265.13930395413,0.000476272749167376,-0.000142871943530938,-5.28064866203845e-08
469,0.777777777777778,0.173333333333333,100004422.763132,-611.281353216618,-465.813718667208,0.000476212410226372,-0.000142866371953776,-5.76721746921305e-09
470,0.763888888888889,0.186666666666667,100014683.370775,1789.18995987624,-4037.88415543187,0.000476257841018034,-0.000142869599148917,-4.9992851448204e-08
471,0.819444444444445,0.173333333333333,100004001.90182,-56.3245130740106,-1068.52545171329,0.000476209613329398,-0.000142863128071709,-1.32293627354979e-08
472,0.805555555555555,0.186666666666667,100010713.083817,1275.81485213712,-3345.66176092901,0.000476239668282672,-0.000142866371953776,-4.14224789448353e-08
473,0.861111111111111,0.173333333333333,100003024.9712,256.144615054131,-1259.1117604473,0.000476204514894361,-0.00014286024450831,-1.55890027483951e-08
474,0.847222222222222,0.186666666666667,100006953.569415,829.175765678287,-2540.60837290446,0.00047622240388898,-0.000142863128071709,-3.14551512835791e-08
475,0.902777777777778,0.173333333333333,100001930.706782,421.664235025644,-1202.53978707944,0.000476199067654818,-0.00014285789308476,-1.48885878400312e-08
476,0.888888888888889,0.186666666666667,100003805.463505,490.292306434363,-1763.06991268354,0.000476207897027681,-0.00014286024450831,-2.18284846332248e-08
477,0.944444444444445,0.173333333333333,100000941.628578,462.760756950825,-908.637383883705,0.000476194299049292,-0.000142856284418174,-1.12497961814173e-08
478,0.930555555555555,0.186666666666667,100001486.882704,288.517011500895,-1023.29778159663,0.000476197144417144,-0.00014285789308476,-1.2669401105482e-08
479,0.986111111111111,0.173333333333333,100000151.496645,262.746887777001,-245.075336647123,0.000476190822250373,-0.000142856108105265,-3.03426607277391e-09
480,0.972222222222222,0.186666666666667,100000255.286809,256.85822621733,-273.694674677627,0.000476191324901626,-0.000142856284418174,-3.38860073410396e-09
