Element,xc,yc,S11,S22,S12,E11,E22,G12
51,0.0694444444444444,-0.146666666666667,104121682.435341,6353835.49906116,8806781.29580052,0.000486740627550582,-0.000118488901102576,0.000109036339852768
52,0.0555555555555556,-0.133333333333333,102014093.774137,15166311.3330716,7223066.37982827,0.000464115239877216,-7.35138895198545e-05,8.94284408931119e-05
53,0.111111111111111,-0.146666666666667,100489360.175536,2283196.91899928,3676023.11749599,0.000475259052856361,-0.000132683862541245,4.55126671689979e-05
54,0.0972222222222222,-0.133333333333333,101769692.12213,5648238.4050979,2466866.24339395,0.000476548669526668,-0.000118488901102576,3.05421534896394e-05
55,0.152777777777778,-0.146666666666667,98697524.0554162,606765.946897808,1152687.67333481,0.000469121401292128,-0.000138107101284414,1.42713711936691e-05
56,0.138888888888889,-0.133333333333333,101059766.67833,2454318.8698375,7828.42676839635,0.000477730814368469,-0.000132683862541245,9.69233790372882e-08
57,0.194444444444444,-0.146666666666667,98138902.3943368,-76992.2364196293,-3877.18877260267,0.00046743809554887,-0.000140565061689146,-4.80032895655569e-08
58,0.180555555555556,-0.133333333333333,100503766.665637,1148638.72996395,-994613.890004474,0.000476948452603083,-0.000138107101284414,-1.23142672095792e-05
59,0.236111111111111,-0.146666666666667,98190750.5214411,-320362.18791898,-465258.878242932,0.000468032662751508,-0.000141798034973101,-5.76034801634106e-06
60,0.222222222222222,-0.133333333333333,100168134.668474,531777.445821475,-1250662.31349702,0.000476231435403464,-0.000140565061689146,-1.54843905480583e-05
61,0.277777777777778,-0.146666666666667,98489980.4714446,-365427.513060775,-582165.45716251,0.000469521946311252,-0.000142440103116639,-7.20776280296442e-06
62,0.263888888888889,-0.133333333333333,99996548.0641769,221377.074901771,-1165013.82117346,0.000475857785436697,-0.000141798034973101,-1.44239806431e-05
63,0.319444444444444,-0.146666666666667,98847080.529346,-327093.354427204,-541642.54874508,0.000471167659693687,-0.000142767702443957,-6.70605060351052e-06
64,0.305555555555556,-0.133333333333333,99925365.2007861,65187.9057416506,-951899.983360939,0.000475741946805064,-0.000142440103116639,-1.17854283654211e-05
65,0.361111111111111,-0.146666666666667,99174067.2096643,-261184.411746643,-442208.122677242,0.000472630583491373,-0.000142920974164981,-5.47495770933729e-06
66,0.347222222222222,-0.133333333333333,99908180.1463741,-8763.4693187885,-717869.280442237,0.000475765758034141,-0.000142767702443957,-8.88790537690389e-06
67,0.402777777777778,-0.146666666666667,99438582.4794113,-193905.159052745,-333129.521337699,0.000473794066795844,-0.000142978475727982,-4.12446074037152e-06
68,0.388888888888889,-0.133333333333333,99916134.5818331,-38564.2000960037,-510244.279843941,0.000475846208770771,-0.000142920974164981,-6.31731013140118e-06
69,0.444444444444444,-0.146666666666667,99636441.5475888,-136169.365166277,-236411.389046416,0.000474653773129232,-0.000142986199187823,-2.92699815009848e-06
70,0.430555555555556,-0.133333333333333,99933090.9544653,-45552.6165365689,-344968.740733771,0.000475936936854411,-0.000142978475727982,-4.27104155194193e-06
71,0.486111111111111,-0.146666666666667,99775954.4689803,-91118.241467353,-159490.527622364,0.000475253761625812,-0.000142970974200769,-1.97464462770545e-06
72,0.472222222222222,-0.133333333333333,99950955.1533183,-41815.2834474221,-222496.622909656,0.000476016665420726,-0.000142986199187823,-2.75472009316716e-06
73,0.527777777777778,-0.146666666666667,99869468.7851905,-58203.5264239535,-102568.177463836,0.000475652046871989,-0.000142947829342767,-1.26989172098083e-06
74,0.513888888888889,-0.133333333333333,99966277.4107018,-34021.3589508981,-136652.557284078,0.000476078494373272,-0.000142970974200769,-1.69188880446954e-06
75,0.569444444444445,-0.146666666666667,99929189.5184453,-35396.2413418889,-62739.83476783,0.000475903849480228,-0.00014292453855655,-7.76778906649324e-07
76,0.555555555555555,-0.133333333333333,99978066.2708788,-25624.2807174549,-79341.4207633427,0.000476122635976638,-0.000142947829342767,-9.82322352308053e-07
77,0.611111111111111,-0.146666666666667,99965424.0924245,-20331.2256179117,-36203.5466856327,0.000476054873619571,-0.000142904564063549,-4.48234387536404e-07
78,0.597222222222222,-0.133333333333333,99986490.9992328,-18205.7971056253,-42839.5622213175,0.000476152155896974,-0.00014292453855655,-5.30394579882978e-07
79,0.652777777777778,-0.146666666666667,99986117.7189041,-10845.1593865566,-19336.7069063941,0.000476139863174858,-0.000142888954643132,-2.39406847412499e-07
80,0.638888888888889,-0.133333333333333,99992165.2543103,-12308.877052173,-20725.1948535865,0.000476170751987743,-0.000142904564063549,-2.56597650568214e-07
81,0.694444444444445,-0.146666666666667,99997008.6882947,-5178.52372216806,-9132.90273457736,0.000476183629740054,-0.000142877529191479,-1.13074033856672e-07
82,0.680555555555555,-0.133333333333333,99995784.3722105,-7945.16339462623,-8089.00834601933,0.000476181752005852,-0.000142888954643132,-1.00149627141192e-07
83,0.736111111111111,-0.146666666666667,100002026.376189,-2002.5521119386,-3300.41576212066,0.000476202986389632,-0.000142869573642708,-4.08622903881606e-08
84,0.722222222222222,-0.133333333333333,99997964.6127735,-4891.74637852982,-1403.50461543794,0.000476187772079462,-0.000142877529191479,-1.7376723810184e-08
85,0.777777777777778,-0.146666666666667,100003734.858705,-365.015926912427,-201.623705071451,0.00047620878268325,-0.000142864216540658,-2.49629349136082e-09
86,0.763888888888889,-0.133333333333333,99999189.8144684,-2853.5206281431,1735.58980758929,0.000476190694622175,-0.000142869573642708,2.14882547606293e-08
87,0.819444444444445,-0.146666666666667,100003731.015078,392.675357796252,1265.45103662661,0.000476207681964144,-0.000142860602996026,1.56674890249009e-08
88,0.805555555555555,-0.133333333333333,99999809.5575955,-1542.60625958443,2884.1305124079,0.000476191773045111,-0.000142864216540658,3.5708282534574e-08
89,0.861111111111111,-0.146666666666667,100002964.518697,717.983516536653,1791.04515921816,0.00047620356725544,-0.000142857958914727,2.21748448284154e-08
90,0.847222222222222,-0.133333333333333,100000057.723186,-709.312209628522,2989.0947230822,0.000476191764365948,-0.000142860602996026,3.70078394286368e-08
91,0.902777777777778,-0.146666666666667,100001975.910699,907.713301163167,1761.47102218863,0.000476198588555753,-0.000142855643142421,2.1808688846145e-08
92,0.888888888888889,-0.133333333333333,100000076.544648,-148.408698163927,2575.05866627493,0.000476191052701228,-0.000142857958914727,3.18816787253087e-08
93,0.944444444444445,-0.146666666666667,100001060.101742,1108.8498624973,1351.16248888519,0.000476193940222776,-0.000142853377050762,1.67286784338166e-08
94,0.930555555555555,-0.133333333333333,99999944.6039988,298.321291234344,1876.36661007293,0.000476189786226721,-0.000142855643142421,2.32312056485219e-08
95,0.986111111111111,-0.146666666666667,100000369.036065,1145.28610580415,617.947124780345,0.000476190597382064,-0.000142852216308161,7.65077392585189e-09
96,0.972222222222222,-0.133333333333333,99999723.7237031,707.936450868845,913.921862666504,0.000476188149251275,-0.000142853377050762,1.13152230615853e-08
97,0.0277777777777778,-0.106666666666667,96168417.9974084,17537912.7551877,10301921.390304,0.000432890686527867,-5.38695840192132e-05,0.000127547598165668
98,0.0138888888888889,-0.0933333333333333,97665444.5491307,29299633.3647392,6938854.81113758,0.000423216926379566,0,8.59096309950367e-05
99,0.0694444444444444,-0.106666666666667,100380943.12685,9722475.8421166,7641153.16737051,0.000464115239877216,-9.71038433139928e-05,9.46047535007778e-05
100,0.0555555555555556,-0.0933333333333333,100438293.29999,18818875.3459622,5359175.63176939,0.00045139347950572,-5.38695840192132e-05,6.63516982980973e-05
101,0.111111111111111,-0.106666666666667,101482939.277109,4692395.58836386,4228091.25456608,0.000476548669526668,-0.000122630886641757,5.23477964851039e-05
102,0.0972222222222222,-0.0933333333333333,101712989.084167,10122089.6293116,2809203.65350219,0.000469887439025588,-9.71038433139928e-05,3.47806166624081e-05
103,0.152777777777778,-0.106666666666667,100897494.880404,1913412.87675041,1714621.29726286,0.000477730814368469,-0.000135027788511289,2.12286446327782e-05
104,0.138888888888889,-0.0933333333333333,101904046.194045,4818727.66344448,699315.33658385,0.000478373466166722,-0.000122630886641757,8.65818988151433e-06
105,0.194444444444444,-0.106666666666667,100314404.856419,517432.699240256,325942.419551793,0.000476948452603083,-0.00014084232741755,4.03547757540316e-06
106,0.180555555555556,-0.0933333333333333,101644345.780622,2137468.14681594,-463021.078722313,0.000480967168269415,-0.000135027788511289,-5.73264192703816e-06
107,0.236111111111111,-0.106666666666667,99971452.7717106,-123828.876722544,-321184.392362071,0.000476231435403464,-0.00014340602242017,-3.97656866733993e-06
108,0.222222222222222,-0.0933333333333333,101270964.979458,804400.736151837,-929041.203224278,0.000481093546469583,-0.00014084232741755,-1.15024148970625e-05
109,0.277777777777778,-0.106666666666667,99819720.6426487,-368047.663525663,-548242.798562433,0.000475857785436697,-0.00014435220883962,-6.78776798220156e-06
110,0.263888888888889,-0.0933333333333333,100919539.964209,160597.281027105,-998702.323029454,0.000480339813237625,-0.00014340602242017,-1.23648859041742e-05
111,0.319444444444444,-0.106666666666667,99781627.0968108,-413939.107509229,-561696.89934691,0.000475741946805064,-0.000144516320174059,-6.9543425633427e-06
112,0.305555555555556,-0.0933333333333333,100633661.883267,-123865.291340169,-880917.289101491,0.000479384864146043,-0.00014435220883962,-1.09065950079232e-05
113,0.361111111111111,-0.106666666666667,99799588.1989733,-370736.62732134,-482276.140665252,0.000475765758034141,-0.000144336252795302,-5.97103793204597e-06
114,0.347222222222222,-0.0933333333333333,100418653.723931,-222831.119373061,-698559.935680578,0.000478502395522587,-0.000144516320174059,-8.6488372989024e-06
115,0.402777777777778,-0.106666666666667,99838727.0189973,-296589.409548815,-375352.180931778,0.000475846208770771,-0.000144039083405943,-4.64721747820297e-06
116,0.388888888888889,-0.0933333333333333,100265447.001913,-230978.986439534,-515385.787119274,0.000477784479513545,-0.000144336252795302,-6.38096688814339e-06
117,0.444444444444444,-0.106666666666667,99880630.0665018,-220422.243081283,-272875.018319666,0.000475936936854411,-0.000143736244109675,-3.3784526077673e-06
118,0.430555555555556,-0.0933333333333333,100160988.518514,-199910.959693838,-359251.124470765,0.000477242675268676,-0.000144039083405943,-4.44787106487613e-06
119,0.486111111111111,-0.106666666666667,99917065.4176388,-154781.069045946,-187781.50408102,0.000476016665420726,-0.000143475717592084,-2.32491386005073e-06
120,0.472222222222222,-0.0933333333333333,100092619.502397,-156825.412312716,-238160.56162507,0.00047685555774329,-0.000143736244109675,-2.94865457250087e-06
121,0.527777777777778,-0.106666666666667,99945446.9148016,-103456.345284861,-122968.260242783,0.000476078494373272,-0.000143271859141549,-1.52246417443446e-06
122,0.513888888888889,-0.0933333333333333,100049703.8196,-114989.548457444,-150317.185189846,0.000476591431829227,-0.000143475717592084,-1.86106991187428e-06
123,0.569444444444445,-0.106666666666667,99965969.2144107,-65947.8022779599,-76612.429073509,0.000476122635976638,-0.000143122564602863,-9.48534836148207e-07
124,0.555555555555555,-0.0933333333333333,100023995.562954,-79891.7508390434,-89960.0513782985,0.0004764188718486,-0.000143271859141549,-1.11379111230274e-06
125,0.611111111111111,-0.106666666666667,99979956.3034254,-39988.1164637133,-45147.6799627628,0.000476152155896974,-0.000143018928607102,-5.58971275729445e-07
126,0.597222222222222,-0.0933333333333333,100009454.623615,-52902.1795165762,-50482.3125871116,0.000476311072749858,-0.000143122564602863,-6.25019108221382e-07
127,0.652777777777778,-0.106666666666667,99988992.9127363,-22883.3489650637,-24797.7857987386,0.000476170751987742,-0.000142950386775171,-3.0702020512724e-07
128,0.638888888888889,-0.0933333333333333,100001857.767381,-33417.6772769392,-25903.4913892317,0.000476247062240783,-0.000143018928607102,-3.20709893390488e-07
129,0.694444444444445,-0.106666666666667,99994522.3438185,-12151.9247011542,-12265.4208111398,0.000476181752005852,-0.000142907183942127,-1.51857590995064e-07
130,0.680555555555555,-0.0933333333333333,99998374.7984451,-20068.7832524143,-11410.536474655,0.000476211406825813,-0.000142950386775171,-1.41273308733824e-07
131,0.736111111111111,-0.106666666666667,99997702.0912427,-5766.81814780459,-4956.9648714046,0.000476187772079462,-0.000142881321169146,-6.13719460269141e-08
132,0.722222222222222,-0.0933333333333333,99997186.9372132,-11352.5466827489,-3416.57500730525,0.000476193298577229,-0.000142907183942127,-4.23004524713983e-08
133,0.777777777777778,-0.106666666666667,99999389.1732107,-2188.99148824811,-975.699338410913,0.000476190694622177,-0.000142866694016436,-1.20800870469923e-08
134,0.763888888888889,-0.0933333333333333,99997175.4845674,-5924.80015040189,596.346603782202,0.000476185490117203,-0.000142881321169146,7.38333890397012e-09
135,0.819444444444445,-0.106666666666667,100000181.149253,-303.967401772738,982.07780763807,0.000476191773045111,-0.000142858849105608,1.21590585707571e-08
136,0.805555555555555,-0.0933333333333333,99997683.4920543,-2700.69583517313,2302.95574440484,0.000476183303337166,-0.000142866694016436,2.85127854069171e-08
137,0.861111111111111,-0.106666666666667,100000472.713173,673.987745285034,1755.49391243598,0.000476191764365948,-0.000142854608696222,2.17346865349216e-08
138,0.847222222222222,-0.0933333333333333,99998341.3254135,-855.914553578943,2754.32762265707,0.000476183800475141,-0.000142858849105608,3.4101199137659e-08
139,0.902777777777778,-0.106666666666667,100000508.344869,1290.92537084967,1836.69707075607,0.000476191052701228,-0.000142851721800428,2.27400589712656e-08
140,0.888888888888889,-0.0933333333333333,99998943.1095422,215.10665614903,2558.33488192338,0.000476185136083549,-0.000142854608696222,3.16746223476229e-08
141,0.944444444444445,-0.106666666666667,100000425.862849,1902.5174581781,1460.55727856638,0.000476189786226721,-0.000142848691625698,1.80830901155837e-08
142,0.930555555555555,-0.0933333333333333,99999361.7529504,946.947795219719,2006.98632337691,0.000476186084136247,-0.000142851721800428,2.48484020989523e-08
143,0.986111111111111,-0.106666666666667,100000303.68476,2641.13997476175,644.259250775993,0.000476188149251275,-0.000142844999835492,7.97654310484563e-09
144,0.972222222222222,-0.0933333333333333,99999490.3443845,1621.86191886291,1133.86312435723,0.000476185732313375,-0.000142848691625698,1.40383053491848e-08
145,0.0277777777777778,-0.0666666666666667,94510778.2765739,18784079.1228833,6613242.71582936,0.000423216926379566,-4.55674017147091e-05,8.18782431483635e-05
146,0.0138888888888889,-0.0533333333333333,96772337.0877138,29031701.1263141,3405628.58587399,0.00041934679404676,0,4.2164925348916e-05
147,0.0694444444444444,-0.0666666666666667,98270880.7520963,11594166.8529833,5336813.45817363,0.00045139347950572,-8.51766541554553e-05,6.60748332916735e-05
148,0.0555555555555556,-0.0533333333333333,99612424.7929953,20314573.0778097,2776221.12891745,0.000445324061284059,-4.55674017147091e-05,3.43722615961208e-05
149,0.111111111111111,-0.0666666666666667,100584645.532799,6360944.4580857,3433311.77123481,0.000469887439025588,-0.000113402139055972,4.25076695486214e-05
150,0.0972222222222222,-0.0533333333333333,101376102.365628,12525733.3370428,1668621.22041433,0.000464849439831024,-8.51766541554553e-05,2.06591198717964e-05
151,0.152777777777778,-0.0666666666666667,101363553.275223,3017084.60070648,1723841.3071431,0.000478373466166722,-0.000130438006580288,2.13427971360574e-05
152,0.138888888888889,-0.0533333333333333,102104041.417488,6816763.22349225,562928.561704541,0.000476471487859238,-0.000113402139055972,6.96959171634193e-06
153,0.194444444444444,-0.0666666666666667,101334710.926229,1105351.96550744,575158.520549259,0.000480967168269415,-0.000139500291963626,7.1210102544194e-06
154,0.180555555555556,-0.0533333333333333,102147854.128481,3252374.85668386,-195240.036681738,0.000481772103197506,-0.000130438006580288,-2.417257597012e-06
155,0.236111111111111,-0.0666666666666667,101066358.459796,122379.00394541,-48518.5954937718,0.000481093546469583,-0.000143797754923778,-6.0070642039908e-07
156,0.222222222222222,-0.0533333333333333,101858840.443898,1262590.82080811,-562193.367328538,0.000483238396179314,-0.000139500291963626,-6.9604893097819e-06
157,0.277777777777778,-0.0666666666666667,100777147.115481,-314045.548068691,-319354.785745231,0.000480339813237625,-0.000145462808012919,-3.95391639494095e-06
158,0.263888888888889,-0.0533333333333333,101462651.173357,241266.818013575,-656357.214716004,0.000482810814895012,-0.000143797754923778,-8.12632742029339e-06
159,0.319444444444444,-0.0666666666666667,100535071.866161,-452498.68169314,-388994.469156255,0.000479384864146043,-0.000145776286864483,-4.81612199907744e-06
160,0.305555555555556,-0.0533333333333333,101077009.131398,-224086.943293583,-602970.104866704,0.000481639215306599,-0.000145462808012919,-7.46534415549253e-06
161,0.361111111111111,-0.0666666666666667,100352472.747952,-443434.372636285,-359766.025302745,0.000478502395522586,-0.000145472267604866,-4.45424602755779e-06
162,0.347222222222222,-0.0533333333333333,100752087.769897,-387393.910572428,-489559.379427751,0.000480325266395565,-0.000145776286864483,-6.06121136434358e-06
163,0.402777777777778,-0.0666666666666667,100222889.427641,-372837.567345202,-292304.386537407,0.000477784479513546,-0.00014495097331256,-3.61900669046313e-06
164,0.388888888888889,-0.0533333333333333,100500948.66688,-398891.596957996,-366417.461844696,0.000479145791171273,-0.000145472267604866,-4.53659714664861e-06
165,0.444444444444444,-0.0666666666666667,100135000.511232,-286537.650634546,-218779.9528029,0.000477242675268676,-0.000144414465733353,-2.70870417755972e-06
166,0.430555555555556,-0.0533333333333333,100318562.870708,-344135.534425281,-257645.415048091,0.000478199064433501,-0.00014495097331256,-3.18989561488113e-06
167,0.486111111111111,-0.0666666666666667,100077726.870072,-206467.520062931,-153926.686343388,0.000476855557743291,-0.000143951359909927,-1.90575897377528e-06
168,0.472222222222222,-0.0533333333333333,100192739.077039,-269216.080892365,-171638.676156355,0.000477492875720508,-0.000144414465733353,-2.12505027622154e-06
169,0.527777777777778,-0.0666666666666667,100041872.95434,-141092.43265881,-102702.273454188,0.000476591431829227,-0.00014358883009029,-1.27155195705185e-06
170,0.513888888888889,-0.0533333333333333,100109924.686308,-196808.175192341,-108553.188339768,0.000476995081613644,-0.000143951359909927,-1.34399185563523e-06
171,0.569444444444445,-0.0666666666666667,100020408.870377,-91847.3927623667,-65125.160090449,0.0004764188718486,-0.000143323666923217,-8.0631150588175e-07
172,0.555555555555555,-0.0533333333333333,100057939.260693,-136272.540752906,-64940.5911843203,0.00047666105249009,-0.00014358883009029,-8.04026367043966e-07
173,0.611111111111111,-0.0666666666666667,100008244.885637,-56934.6394436285,-39107.8814413489,0.000476311072749858,-0.00014314003859588,-4.84192817845272e-07
174,0.597222222222222,-0.0533333333333333,100026974.160335,-89877.8057750463,-36332.8544533312,0.000476447321438417,-0.000143323666923217,-4.49835340850767e-07
175,0.652777777777778,-0.0666666666666667,100001853.013502,-33433.5235425048,-21988.0374217257,0.000476247062240783,-0.000143018997274252,-2.72232844268985e-07
176,0.638888888888889,-0.0533333333333333,100009687.440761,-56501.8729064204,-18514.1106774407,0.000476317323822062,-0.00014314003859588,-2.29222322673076e-07
177,0.694444444444445,-0.0666666666666667,99998883.4116816,-18373.4057967588,-11267.748369344,0.000476211406825812,-0.00014294304013953,-1.39505456001401e-07
178,0.680555555555555,-0.0533333333333333,100000887.015702,-33723.3228823841,-8025.81692720247,0.000476242876250318,-0.000143018997274252,-9.93672571939354e-08
179,0.736111111111111,-0.0666666666666667,99997832.7373167,-9199.87967099994,-4903.44289481031,0.000476193298577229,-0.00014289785571841,-6.07092929833658e-08
180,0.722222222222222,-0.0533333333333333,99997078.0914964,-18915.0018523149,-2265.25327469383,0.000476203583771677,-0.00014294304013953,-2.80459929247808e-08
181,0.777777777777778,-0.0666666666666667,99997780.3929037,-3908.43902930245,-1360.93836104425,0.000476185490117203,-0.000142872583604288,-1.68497130415002e-08
182,0.763888888888889,-0.0533333333333333,99996015.8438009,-9744.94772575423,604.069801085808,0.000476185425371993,-0.00014289785571841,7.47895944201477e-09
183,0.819444444444445,-0.0666666666666667,99998189.8925409,-1012.69421437383,436.651446450762,0.000476183303337168,-0.000142859379342746,5.40616076558087e-09
184,0.805555555555555,-0.0533333333333333,99996324.2587198,-4345.27928450331,1807.38792959371,0.000476179180202405,-0.000142872583604288,2.23771838902078e-08
185,0.861111111111111,-0.0666666666666667,99998764.9435313,556.14583915472,1196.97663681848,0.000476183800475141,-0.000142852730177239,1.48197107415621e-08
186,0.847222222222222,-0.0533333333333333,99997197.4835005,-1310.41692648083,2116.18500877057,0.000476179002897993,-0.000142859379342746,2.62003858228737e-08
187,0.902777777777778,-0.0666666666666667,99999348.27046,1565.64304871112,1344.24744748913,0.000476185136083549,-0.000142848756371854,1.66430636355797e-08
188,0.888888888888889,-0.0533333333333333,99998176.862785,379.721615247428,1979.14554221063,0.00047618125212524,-0.000142852730177239,2.4503706713084e-08
189,0.944444444444445,-0.0666666666666667,99999853.983052,2587.71480087191,1078.48199305389,0.000476186084136247,-0.00014284461181007,1.33526341997148e-08
190,0.930555555555555,-0.0533333333333333,99998984.9921984,1456.65957020968,1612.05418604108,0.000476183561877749,-0.000142848756371854,1.99587661128895e-08
191,0.986111111111111,-0.0666666666666667,100000231.254783,4091.56324677914,376.994450480945,0.000476185732313375,-0.00014283798958661,4.6675503392879e-09
192,0.972222222222222,-0.0533333333333333,99999389.236674,2448.29088747874,1030.30977113706,0.000476184070235275,-0.00014284461181007,1.27562162140779e-08
193,0.0277777777777778,-0.0266666666666667,93837687.4201324,19249535.5677094,3312857.1938775,0.00041934679404676,-4.23893840872874e-05,4.10163271622929e-05
194,0.0138888888888889,-0.0133333333333333,96517878.4125235,28955363.523757,118820.95818278,0.000418244139787602,0,1.47111662512014e-06
195,0.0694444444444444,-0.0266666666666667,97229603.3224154,12371834.8425434,2839126.49925514,0.000445324061284059,-7.99859340675299e-05,3.51510899907779e-05
196,0.0555555555555556,-0.0133333333333333,99366333.056099,20908129.2584994,93883.1876073086,0.000443304258469282,-4.23893840872874e-05,1.16236327513811e-06
197,0.111111111111111,-0.0266666666666667,99766892.9038857,7161701.79790186,2051942.52956941,0.000464849439831024,-0.000108420790825066,2.54050027470498e-05
198,0.0972222222222222,-0.0133333333333333,101213680.082418,13567057.870544,37379.7113939803,0.000462588393910736,-7.99859340675299e-05,4.62796426782613e-07
199,0.152777777777778,-0.0266666666666667,101151127.871015,3640384.73524829,1238710.33365069,0.000476471487859238,-0.000127166445838362,1.53364136547228e-05
200,0.138888888888889,-0.0133333333333333,102088466.057944,7858173.74411933,-83389.2548594724,0.000474909590165277,-0.000108420790825066,-1.03243839349823e-06
201,0.194444444444444,-0.0266666666666667,101620970.169449,1496094.99324242,597816.100547029,0.000481772103197506,-0.000138048552655201,7.40153267343941e-06
202,0.180555555555556,-0.0133333333333333,102257095.554762,3972175.04037249,-203217.872240497,0.00048126401448881,-0.000127166445838362,-2.51603079916806e-06
203,0.236111111111111,-0.0266666666666667,101576952.212945,322963.384296242,187709.75512477,0.000483238396179314,-0.000143572010855177,2.32402553964001e-06
204,0.222222222222222,-0.0133333333333333,102026737.132305,1617825.08209924,-265140.571882389,0.000483530426703216,-0.000138048552655201,-3.28269279473434e-06
205,0.277777777777778,-0.0266666666666667,101319333.470385,-236458.858558808,-30061.4012388379,0.000482810814895012,-0.000145867899522259,-3.72188777242755e-07
206,0.263888888888889,-0.0133333333333333,101634207.736171,340140.041264009,-264929.872757753,0.000483486503446626,-0.000143572010855177,-3.28008413890551e-06
207,0.319444444444444,-0.0266666666666667,101011501.982055,-442444.107770171,-121204.45240815,0.000481639215306599,-0.000146409022392317,-1.50062655362472e-06
208,0.305555555555556,-0.0133333333333333,101222769.901794,-265427.929136179,-226528.900296126,0.00048239237276445,-0.000145867899522259,-2.80464352747585e-06
209,0.361111111111111,-0.0266666666666667,100729017.630451,-464294.375392664,-141207.523829895,0.000480325266395565,-0.000146109522212038,-1.74828362837012e-06
210,0.347222222222222,-0.0133333333333333,100862582.900116,-487119.832351908,-174239.911595126,0.000480993899284863,-0.000146409022392317,-2.15725604832061e-06
211,0.402777777777778,-0.0266666666666667,100499546.832648,-403564.377729811,-127279.334910857,0.000479145791171273,-0.000145492516321544,-1.57583938461062e-06
212,0.388888888888889,-0.0133333333333333,100577935.893614,-509618.896443717,-123590.458531506,0.000479670578869272,-0.000146109522212038,-1.53016758181865e-06
213,0.444444444444444,-0.0266666666666667,100326839.221764,-316547.697571788,-101177.237117921,0.000478199064433501,-0.000144831426019528,-1.25267055479331e-06
214,0.430555555555556,-0.0133333333333333,100368468.415591,-442887.9028471,-81780.7958994347,0.000478577784697357,-0.000145492516321544,-1.01252413970729e-06
215,0.486111111111111,-0.0266666666666667,100204080.934092,-231409.890714489,-74128.0233533076,0.000477492875720508,-0.000144250638909248,-9.17775527231428e-07
216,0.472222222222222,-0.0133333333333333,100222865.718651,-347739.7485056,-50602.5937542424,0.000477748512586679,-0.000144831426019528,-6.26508303623954e-07
217,0.527777777777778,-0.0266666666666667,100120981.112699,-159953.42055333,-51000.5296979675,0.000476995081613644,-0.000143791655973158,-6.31435129593884e-07
218,0.513888888888889,-0.0133333333333333,100126679.680628,-254630.2667537,-29074.2076906969,0.00047715747028883,-0.000144250638909248,-3.59966380932438e-07
219,0.569444444444445,-0.0266666666666667,100067269.018656,-105173.34754299,-33197.1853669571,0.00047666105249009,-0.000143454066919713,-4.11012771209945e-07
220,0.555555555555555,-0.0133333333333333,100066256.325591,-176370.856685773,-15172.7160682785,0.000476757940869509,-0.000143791655973158,-1.87852675131067e-07
221,0.611111111111111,-0.0266666666666667,100034187.112163,-65834.6330142841,-20448.7927652918,0.000476447321438417,-0.000143219479841254,-2.53175529475042e-07
222,0.597222222222222,-0.0133333333333333,100030334.393287,-116253.735153608,-6775.70260057514,0.000476501002446826,-0.000143454066919713,-8.3889651245216e-08
223,0.652777777777778,-0.0266666666666667,100014915.933085,-39073.5651607513,-11835.4982169,0.000476317323822062,-0.000143064515928982,-1.46534739828286e-07
224,0.638888888888889,-0.0133333333333333,100010380.435121,-72976.636127118,-2077.61664646493,0.000476344159171232,-0.000143219479841254,-2.57228727657563e-08
225,0.694444444444445,-0.0266666666666667,100004476.920383,-21756.9739443511,-6315.3202799271,0.000476242876250318,-0.000142967143095521,-7.81896796562404e-08
226,0.680555555555555,-0.0133333333333333,100000323.10334,-43451.4140840918,291.504118204666,0.000476254088226503,-0.000143064515928982,3.60909860634348e-09
227,0.736111111111111,-0.0266666666666667,99999421.9761276,-11102.0530815721,-2962.77116432289,0.000476203583771677,-0.00014290918402819,-3.66819287011405e-08
228,0.722222222222222,-0.0133333333333333,99996066.7603261,-24280.0219615512,1291.63235843598,0.000476206432223403,-0.000142967143095521,1.59916387234931e-08
229,0.777777777777778,-0.0266666666666667,99997474.2342572,-4883.64620470628,-1049.63994675454,0.000476185425371993,-0.000142876790078485,-1.29955421979133e-08
230,0.763888888888889,-0.0133333333333333,99994982.3849438,-12433.9304367304,1552.98805565044,0.000476184345543213,-0.00014290918402819,1.9227471165196e-08
231,0.819444444444445,-0.0266666666666667,99997198.6330821,-1430.69807667658,-48.2204708854935,0.000476179180202405,-0.000142859953752387,-5.97015353820396e-10
232,0.805555555555555,-0.0133333333333333,99995464.3209113,-5486.62020849064,1464.58831880203,0.000476176715747494,-0.000142876790078485,1.8132998232787e-08
233,0.861111111111111,-0.0266666666666667,99997732.0272168,471.395460918546,396.940496537751,0.000476179002897993,-0.000142851658155734,4.91450138570548e-09
234,0.847222222222222,-0.0133333333333333,99996580.2507071,-1616.21278915554,1250.70276768281,0.000476176500545447,-0.000142859953752387,1.54848914094062e-08
235,0.902777777777778,-0.0266666666666667,99998576.6296047,1712.2776809223,502.554533424769,0.00047618125212524,-0.000142846955767621,6.22210374716381e-09
236,0.888888888888889,-0.0133333333333333,99997809.5103657,494.640405587852,1028.15927780354,0.000476179338658305,-0.000142851658155734,1.272959105852e-08
237,0.944444444444445,-0.0266666666666667,99999448.1135152,3000.39729291201,366.298351686614,0.000476183561877749,-0.000142842066841722,4.53512244945331e-09
238,0.930555555555555,-0.0133333333333333,99998846.4992497,1793.23857444152,841.318309018918,0.000476182421560369,-0.000142846955767621,1.04163219211866e-08
