element,integration_point,centroid_x,centroid_y,S11,S22,S12
178,1,0.416666666666667,0.233333334326744,100326744.83153005,-512891.25011172146,162794.40507107074
179,1,0.48333332935969,0.216666668653488,100297604.00334273,-225050.0170091614,35883.078454223796
180,1,0.466666658719381,0.233333334326744,100174860.87325506,-407373.5413181074,118016.39954687453
181,1,0.533333341280619,0.216666668653488,100168563.52614349,-148801.19584669918,19097.555461282576
182,1,0.51666667064031,0.233333334326744,100084034.78436652,-289120.78270202875,79633.6355706565
183,1,0.583333353201548,0.216666668653488,100088398.14444135,-91649.08334456012,9551.286716944262
184,1,0.566666682561239,0.233333334326744,100033844.10993908,-189217.0207080245,50507.19576724962
185,1,0.633333325386047,0.216666668653488,100041786.02715118,-52760.663947209716,4331.973737127969
186,1,0.616666674613953,0.233333334326744,100008633.97758071,-115578.33340276778,30169.988362941065
187,1,0.683333317438761,0.216666668653488,100016606.7140324,-28223.613276857883,1618.8892867978852
188,1,0.666666646798452,0.233333334326744,99997664.30837923,-65997.1795787923,16888.57121927343
189,1,0.73333332935969,0.216666668653488,100004261.1843298,-13760.356238022447,300.90074043198103
190,1,0.716666658719381,0.233333334326744,99994160.54084983,-34957.465231627226,8727.217049682087
191,1,0.783333341280619,0.216666668653488,99999113.8283437,-5775.843167569488,-281.0643342664924
192,1,0.76666667064031,0.233333334326744,99994159.81452589,-16790.767179198563,4018.2641722121475
193,1,0.833333353201548,0.216666668653488,99997710.96867922,-1581.0640504695475,-503.44754156816305
194,1,0.816666682561239,0.233333334326744,99995516.03866915,-6855.180069934577,1507.4490045152766
195,1,0.883333325386047,0.216666668653488,99998061.25054872,743.7627727016807,-571.0651738347702
196,1,0.866666674613953,0.233333334326744,99997158.46955444,-1746.813787907362,342.5318056437233
197,1,0.933333317438761,0.216666668653488,99999068.2425855,2628.7758556120098,-592.9246820287103
198,1,0.916666646798452,0.233333334326744,99998581.83203009,899.9372171200812,3.4883762945555534
199,1,0.98333332935969,0.216666668653488,100000107.92774352,5378.783627141267,-655.3235566577417
200,1,0.966666658719381,0.233333334326744,99999478.08109598,2751.7274087555707,221.53460746543666
201,1,0.0333333338300387,0.26666667064031,93517284.88743013,16022130.03202681,-3431365.741349293
202,1,0.0166666669150194,0.283333341280619,99038368.91403142,29711510.674209423,-8603414.844424032
203,1,0.0833333345750968,0.26666667064031,97147585.94020174,8627558.894731108,-2017391.7696170066
204,1,0.0666666676600774,0.283333341280619,101208322.53745252,18329441.327033535,-5722712.937587719
205,1,0.133333337803682,0.26666667064031,99582968.330728,4210729.718118604,-665193.6532377703
206,1,0.116666669646899,0.283333341280619,101541413.89208469,9945707.28029599,-2736500.1431618673
207,1,0.183333337306976,0.26666667064031,100818386.88820204,1751492.4117019847,146048.01458781963
208,1,0.16666667163372,0.283333341280619,101235655.73285736,4706535.938757416,-761882.620000488
209,1,0.233333334326744,0.26666667064031,101213561.97275311,493720.71383368596,479602.0026645927
210,1,0.216666668653488,0.283333341280619,100818386.51877046,1751492.3008725047,247364.33428431815
211,1,0.283333341280619,0.26666667064031,101149453.25155088,-69724.42010456696,528179.0078030386
212,1,0.26666667064031,0.283333341280619,100472167.48343827,271302.36703923345,618710.2719100199
213,1,0.333333333333333,0.26666667064031,100904568.23415557,-263262.6853197627,449460.3795952842
214,1,0.316666672627131,0.283333341280619,100235124.55095279,-344023.03028399125,651438.2105737241
215,1,0.383333335320155,0.26666667064031,100635943.76604787,-281603.9757154286,335622.5129521861
216,1,0.366666664679845,0.283333341280619,100092988.84774666,-506736.50124243274,542415.2862905511
217,1,0.433333327372869,0.26666667064031,100410992.24679591,-232066.53255854174,229701.68186467653
