Node,x,y,Ux,Uy
196,0.833333333333333,0.28,0.000393796648350521,-8.34093183695816e-06
197,0.875,0.28,0.00041363748619029,-8.18542637089218e-06
198,0.916666666666667,0.28,0.000433478437841698,-8.03018956796468e-06
199,0.958333333333333,0.28,0.000453319482514178,-7.87494250290677e-06
200,1,0.28,0.000473160562077796,-7.7194272446539e-06
201,0,0.32,0,0
202,0.0416666666666667,0.32,1.8029346255883e-05,-5.71348234662684e-06
203,0.0833333333333333,0.32,3.70768786880598e-05,-1.01834530255491e-05
204,0.125,0.32,5.66003163112785e-05,-1.31645219885428e-05
205,0.166666666666667,0.32,7.6317378805913e-05,-1.49451213355179e-05
206,0.208333333333333,0.32,9.61075140771319e-05,-1.58835226120141e-05
207,0.25,0.32,0.000115924257545324,-1.62810887246481e-05
208,0.291666666666667,0.32,0.000135750896419681,-1.63573938043821e-05
209,0.333333333333333,0.32,0.000155581719027059,-1.62587947300934e-05
210,0.375,0.32,0.000175414852992396,-1.60759574771013e-05
211,0.416666666666667,0.32,0.000195249682508222,-1.58610379372565e-05
212,0.458333333333333,0.32,0.000215085948319059,-1.56414275521801e-05
213,0.5,0.32,0.000234923455837493,-1.54296247912713e-05
214,0.541666666666667,0.32,0.000254762002511491,-1.52298103217557e-05
215,0.583333333333333,0.32,0.000274601378469217,-1.50419563625049e-05
216,0.625,0.32,0.000294441384316954,-1.48642350015629e-05
217,0.666666666666667,0.32,0.000314281846129259,-1.46943247905439e-05
218,0.708333333333333,0.32,0.000334122622759335,-1.45300444220012e-05
219,0.75,0.32,0.000353963606385652,-1.43696007726244e-05
220,0.791666666666667,0.32,0.000373804718747345,-1.42116330590598e-05
221,0.833333333333333,0.32,0.000393645905243463,-1.40551615973002e-05
222,0.875,0.32,0.000413487128172301,-1.3899501759254e-05
223,0.916666666666667,0.32,0.000433328359567533,-1.37441741510315e-05
224,0.958333333333333,0.32,0.000453169574895376,-1.35888235681549e-05
225,1,0.32,0.000473010759854775,-1.34331336200247e-05
226,0,0.36,0,0
227,0.0416666666666667,0.36,1.90196523016599e-05,-8.61108646294812e-06
228,0.0833333333333333,0.36,3.85916148259027e-05,-1.45449152183177e-05
229,0.125,0.36,5.81369164419744e-05,-1.82375398448537e-05
230,0.166666666666667,0.36,7.76073749064157e-05,-2.0367145002499e-05
231,0.208333333333333,0.36,9.70661001063194e-05,-2.14775431579676e-05
232,0.25,0.36,0.000116566677168054,-2.19585123446504e-05
233,0.291666666666667,0.36,0.000136133836097785,-2.20728840028979e-05
234,0.333333333333333,0.36,0.000155770499171945,-2.19891142574621e-05
235,0.375,0.36,0.000175467977323186,-2.18096258524444e-05
236,0.416666666666667,0.36,0.000195213411848778,-2.15929195785377e-05
237,0.458333333333333,0.36,0.000214993997568792,-2.13697283142991e-05
238,0.5,0.36,0.000234798887028401,-2.1154189542657e-05
239,0.541666666666667,0.36,0.000254619726778695,-2.09511774255406e-05
240,0.583333333333333,0.36,0.000274450507059201,-2.07608617765133e-05
241,0.625,0.36,0.000294287138077592,-2.05813776414454e-05
242,0.666666666666667,0.36,0.000314126974536719,-2.04102761180903e-05
243,0.708333333333333,0.36,0.000333968391220244,-2.02452314808724e-05
244,0.75,0.36,0.000353810445577723,-2.00843218695492e-05
245,0.791666666666667,0.36,0.000373652629337155,-1.99260840073018e-05
246,0.833333333333333,0.36,0.000393494696559213,-1.97694615362318e-05
247,0.875,0.36,0.000413336551346479,-1.96137138155537e-05
248,0.916666666666667,0.36,0.000433178179165429,-1.94583201302295e-05
249,0.958333333333333,0.36,0.000453019608292483,-1.93028983254545e-05
250,1,0.36,0.000472860892552916,-1.91471560233855e-05
251,0,0.4,0,0
252,0.0416666666666667,0.4,2.19340599677399e-05,-1.27571284515189e-05
253,0.0833333333333333,0.4,4.17492472990679e-05,-1.95832398477422e-05
254,0.125,0.4,6.06224894412121e-05,-2.35762468606263e-05
255,0.166666666666667,0.4,7.93067300652889e-05,-2.58377740965473e-05
256,0.208333333333333,0.4,9.81141426814274e-05,-2.70237250754217e-05
257,0.25,0.4,0.000117142068158481,-2.75566732386944e-05
258,0.291666666666667,0.4,0.000136392340851303,-2.77091220416091e-05
259,0.333333333333333,0.4,0.000155829622809266,-2.76529998070888e-05
260,0.375,0.4,0.000175409372709825,-2.74928724494655e-05
261,0.416666666666667,0.4,0.000195090377235056,-2.72891361229348e-05
262,0.458333333333333,0.4,0.000214839342255028,-2.70742314542352e-05
263,0.5,0.4,0.000234631548875426,-2.68637214117136e-05
