Element,xc,yc,S11,S22,S12,E11,E22,G12
1,0.666666666666667,-0.0666666666666667,98427908.3695164,-251534.660877373,-628836.65219345,0.00046906366079895,-0.000141809081770154,-7.78559664620462e-06
2,0.333333333333333,0.0666666666666667,101572091.630484,30471627.4891451,628836.652193436,0.000440145730398762,0,7.78559664620445e-06
