Elem,xc,yc,s11,s22,s12,e11,e22,g12
179,0.736111111111111,0.133333333333333,99997832.737315,-9199.87967066094,-4903.44289649166,0.00047619329857722,-0.000142897855718406,-6.07092930041825e-08
180,0.722222222222222,0.146666666666667,99997078.0914951,-18915.001851622,-2265.25327650872,0.00047620358377167,-0.000142943040139525,-2.80459929472509e-08
181,0.777777777777778,0.133333333333333,99997780.3929027,-3908.43902903795,-1360.93836244537,0.000476185490117197,-0.000142872583604285,-1.68497130588474e-08
182,0.763888888888889,0.146666666666667,99996015.8438004,-9744.94772505388,604.069799454814,0.00047618542537199,-0.000142897855718406,7.4789594218215e-09
183,0.819444444444445,0.133333333333333,99998189.8925392,-1012.6942140311,436.651445469977,0.000476183303337159,-0.000142859379342742,5.40616075343781e-09
184,0.805555555555555,0.146666666666667,99996324.2587195,-4345.27928399295,1807.38792816413,0.000476179180202404,-0.000142872583604285,2.23771838725082e-08
185,0.861111111111111,0.133333333333333,99998764.9435306,556.145839180797,1196.97663611791,0.000476183800475137,-0.000142852730177238,1.48197107328885e-08
186,0.847222222222222,0.146666666666667,99997197.4835,-1310.41692578048,2116.18500791238,0.000476179002897989,-0.000142859379342742,2.62003858122486e-08
187,0.902777777777778,0.133333333333333,99999348.2704601,1565.64304895699,1344.24744692868,0.000476185136083549,-0.000142848756371853,1.66430636286408e-08
188,0.888888888888889,0.146666666666667,99998176.8627855,379.721615634859,1979.1455416261,0.000476181252125242,-0.000142852730177238,2.4503706705847e-08
189,0.944444444444445,0.133333333333333,99999853.9830522,2587.7148013413,1078.48199277366,0.000476186084136247,-0.000142844611810068,1.33526341962453e-08
