Elem,xc,yc,s11,s22,s12,e11,e22,g12
190,0.930555555555555,0.146666666666667,99998984.9921988,1456.65957058594,1612.05418565796,0.000476183561877751,-0.000142848756371853,1.99587661081461e-08
191,0.986111111111111,0.133333333333333,100000231.254783,4091.56324639544,376.99445076117,0.000476185732313377,-0.000142837989586612,4.66755034275734e-09
192,0.972222222222222,0.146666666666667,99999389.2366742,2448.29088794068,1030.3097712728,0.000476184070235275,-0.000142844611810068,1.27562162157585e-08
193,0.0277777777777778,0.173333333333333,93837687.4201281,19249535.5677083,3312857.1938766,0.000419346794046741,-4.2389384087286e-05,4.10163271622818e-05
194,0.0138888888888889,0.186666666666667,96517878.4125225,28955363.5237567,118820.958180735,0.000418244139787597,0,1.47111662509481e-06
195,0.0694444444444444,0.173333333333333,97229603.3224109,12371834.8425426,2839126.49925352,0.000445324061284039,-7.99859340675273e-05,3.51510899907579e-05
196,0.0555555555555556,0.186666666666667,99366333.0560981,20908129.2584993,93883.1876044676,0.000443304258469277,-4.2389384087286e-05,1.16236327510293e-06
197,0.111111111111111,0.173333333333333,99766892.9038809,7161701.79790121,2051942.52956739,0.000464849439831003,-0.000108420790825062,2.54050027470249e-05
198,0.0972222222222222,0.186666666666667,101213680.082417,13567057.8705443,37379.7113906504,0.000462588393910731,-7.99859340675273e-05,4.62796426741386e-07
199,0.152777777777778,0.173333333333333,101151127.87101,3640384.73524773,1238710.33364852,0.000476471487859218,-0.000127166445838358,1.53364136546959e-05
200,0.138888888888889,0.186666666666667,102088466.057943,7858173.74411984,-83389.2548629535,0.000474909590165272,-0.000108420790825062,-1.03243839354133e-06
201,0.194444444444444,0.173333333333333,101620970.169445,1496094.99324194,597816.100544752,0.000481772103197486,-0.000138048552655197,7.40153267341122e-06
202,0.180555555555556,0.186666666666667,102257095.554761,3972175.04037298,-203217.872243949,0.000481264014488805,-0.000127166445838358,-2.5160307992108e-06
203,0.236111111111111,0.173333333333333,101576952.212941,322963.384295769,187709.755122563,0.000483238396179295,-0.000143572010855173,2.32402553961269e-06
204,0.222222222222222,0.186666666666667,102026737.132304,1617825.08209984,-265140.571885863,0.000483530426703211,-0.000138048552655197,-3.28269279477736e-06
205,0.277777777777778,0.173333333333333,101319333.470381,-236458.858559158,-30061.4012412549,0.000482810814894995,-0.000145867899522255,-3.72188777272679e-07
206,0.263888888888889,0.186666666666667,101634207.73617,340140.041264493,-264929.872761218,0.000483486503446621,-0.000143572010855173,-3.28008413894841e-06
207,0.319444444444444,0.173333333333333,101011501.982051,-442444.107770462,-121204.452410743,0.000481639215306583,-0.000146409022392314,-1.50062655365681e-06
208,0.305555555555556,0.186666666666667,101222769.901793,-265427.929135721,-226528.900299583,0.000482392372764445,-0.000145867899522255,-2.80464352751865e-06
209,0.361111111111111,0.173333333333333,100729017.630447,-464294.375393189,-141207.523832557,0.000480325266395548,-0.000146109522212035,-1.74828362840308e-06
210,0.347222222222222,0.186666666666667,100862582.900115,-487119.83235148,-174239.91159873,0.000480993899284857,-0.000146409022392314,-2.15725604836523e-06
211,0.402777777777778,0.173333333333333,100499546.832646,-403564.37772987,-127279.33491366,0.000479145791171261,-0.000145492516321541,-1.57583938464531e-06
212,0.388888888888889,0.186666666666667,100577935.893613,-509618.896443397,-123590.458535015,0.000479670578869267,-0.000146109522212035,-1.53016758186209e-06
213,0.444444444444444,0.173333333333333,100326839.221761,-316547.69757206,-101177.237120794,0.000478199064433488,-0.000144831426019525,-1.25267055482887e-06
214,0.430555555555556,0.186666666666667,100368468.41559,-442887.902846672,-81780.7959029873,0.000478577784697351,-0.000145492516321541,-1.01252413975127e-06
215,0.486111111111111,0.173333333333333,100204080.934089,-231409.890714779,-74128.0233561799,0.000477492875720495,-0.000144250638909246,-9.1777552726699e-07
216,0.472222222222222,0.186666666666667,100222865.71865,-347739.748505265,-50602.5937578153,0.000477748512586675,-0.000144831426019525,-6.2650830366819e-07
217,0.527777777777778,0.173333333333333,100120981.112697,-159953.420553561,-51000.5297006997,0.000476995081613633,-0.000143791655973155,-6.31435129627711e-07
218,0.513888888888889,0.186666666666667,100126679.680628,-254630.266753215,-29074.2076942134,0.000477157470288828,-0.000144250638909246,-3.59966380975975e-07
219,0.569444444444445,0.173333333333333,100067269.018654,-105173.347543046,-33197.1853695492,0.000476661052490079,-0.00014345406691971,-4.11012771242038e-07
220,0.555555555555555,0.186666666666667,100066256.325591,-176370.856685396,-15172.7160715224,0.000476757940869506,-0.000143791655973155,-1.8785267517123e-07
221,0.611111111111111,0.173333333333333,100034187.112162,-65834.6330143102,-20448.7927678138,0.000476447321438409,-0.000143219479841251,-2.53175529506267e-07
222,0.597222222222222,0.186666666666667,100030334.393286,-116253.735153321,-6775.70260342445,0.000476501002446819,-0.00014345406691971,-8.38896512804933e-08
223,0.652777777777778,0.173333333333333,100014915.933083,-39073.5651608333,-11835.4982190017,0.000476317323822053,-0.000143064515928979,-1.46534739854307e-07
224,0.638888888888889,0.186666666666667,100010380.43512,-72976.6361267827,-2077.6166491599,0.000476344159171229,-0.000143219479841251,-2.57228727991226e-08
225,0.694444444444445,0.173333333333333,100004476.920382,-21756.9739442281,-6315.32028188868,0.000476242876250312,-0.000142967143095519,-7.81896796805265e-08
226,0.680555555555555,0.186666666666667,100000323.10334,-43451.414083574,291.504115988046,0.000476254088226502,-0.000143064515928979,3.60909857889961e-09
227,0.736111111111111,0.173333333333333,99999421.9761261,-11102.0530818366,-2962.77116600423,0.00047620358377167,-0.000142909184028189,-3.66819287219572e-08
228,0.722222222222222,0.186666666666667,99996066.7603247,-24280.0219614953,1291.63235644157,0.000476206432223396,-0.000142967143095519,1.59916386988004e-08
229,0.777777777777778,0.173333333333333,99997474.2342564,-4883.64620476216,-1049.63994801555,0.00047618542537199,-0.000142876790078484,-1.29955422135258e-08
230,0.763888888888889,0.186666666666667,99994982.3849434,-12433.9304366373,1552.9880539483,0.000476184345543211,-0.000142909184028189,1.92274711441218e-08
231,0.819444444444445,0.173333333333333,99997198.6330817,-1430.6980766505,-48.2204722866163,0.000476179180202404,-0.000142859953752387,-5.97015371167631e-10
232,0.805555555555555,0.186666666666667,99995464.3209113,-5486.62020830438,1464.58831717103,0.000476176715747494,-0.000142876790078484,1.81329982125938e-08
233,0.861111111111111,0.173333333333333,99997732.027216,471.395460858941,396.94049527674,0.000476179002897989,-0.000142851658155733,4.91450137009297e-09
234,0.847222222222222,0.186666666666667,99996580.2507068,-1616.21278914437,1250.70276622148,0.000476176500545445,-0.000142859953752387,1.54848913913136e-08
235,0.902777777777778,0.173333333333333,99998576.629605,1712.27768070251,502.554532724208,0.000476181252125242,-0.000142846955767623,6.22210373849019e-09
236,0.888888888888889,0.186666666666667,99997809.5103661,494.640405893326,1028.15927673737,0.000476179338658306,-0.000142851658155733,1.27295910453198e-08
237,0.944444444444445,0.173333333333333,99999448.1135155,3000.39729273692,366.298350986052,0.000476183561877751,-0.000142842066841723,4.53512244077969e-09
238,0.930555555555555,0.186666666666667,99998846.4992496,1793.23857410252,841.31830819138,0.000476182421560369,-0.000142846955767623,1.04163219109409e-08
239,0.986111111111111,0.173333333333333,100000164.001208,5030.83933254331,-51.897181203906,0.000476184070235275,-0.000142833420766808,-6.42536529191218e-10
240,0.972222222222222,0.186666666666667,99999431.9583573,2995.5507452935,667.166532321076,0.000476183491872065,-0.000142842066841723,8.26015706683236e-09
241,0.0277777777777778,0.213333333333333,93563413.6695829,19107147.713958,205753.690028792,0.000418244139787597,-4.26756018424612e-05,2.54742663845171e-06
242,0.0138888888888889,0.226666666666667,96756322.47702,29026896.743106,-3190179.55391164,0.00041927739740042,0,-3.9497461143668e-05
243,0.0694444444444444,0.213333333333333,96770125.0881731,12254102.6987495,367401.944216142,0.000443304258469277,-7.98901658462021e-05,4.54878597600937e-06
244,0.0555555555555556,0.226666666666667,99603838.1163331,20919275.0479831,-2611972.72822692,0.000444419312390182,-4.26756018424612e-05,-3.23387099685237e-05
245,0.111111111111111,0.213333333333333,99288886.9315798,7151080.70108749,503819.680615795,0.000462588393910731,-0.00010778850180184,6.2377674742908e-06
246,0.0972222222222222,0.226666666666667,101283357.174204,13608072.3245589,-1682360.24850827,0.000462861597508747,-7.98901658462021e-05,-2.08292221243881e-05
247,0.152777777777778,0.213333333333333,100844757.82292,3712479.62737578,525024.293035294,0.000474909590165272,-0.000126385465330953,6.50030077091316e-06
248,0.138888888888889,0.226666666666667,101999873.330002,7964376.62061424,-868696.998103072,0.000474336001637228,-0.00010778850180184,-1.07552961669904e-05
249,0.194444444444444,0.213333333333333,101543965.900188,1595076.19179577,453366.198715914,0.000481264014488805,-0.000137467207515526,5.61310531743513e-06
250,0.180555555555556,0.226666666666667,102082850.369925,4083907.39147745,-322655.902753129,0.000480274657868963,-0.000126385465330953,-3.99478736741969e-06
251,0.236111111111111,0.213333333333333,101665140.157911,412501.834122293,347092.882361824,0.000483530426703211,-0.0001432716200631,4.29734044828925e-06
252,0.222222222222222,0.226666666666667,101828085.457208,1680312.05890201,-15873.8719133016,0.000482495199235895,-0.000137467207515526,-1.96533652259924e-07
253,0.277777777777778,0.213333333333333,101481692.582016,-168243.805912878,246632.900892982,0.000483486503446621,-0.000145775007526275,3.05355020153216e-06
254,0.263888888888889,0.226666666666667,101446270.385798,346840.902488347,128624.893146921,0.000482581991024054,-0.0001432716200631,1.59249867705712e-06
255,0.319444444444444,0.213333333333333,101183991.304243,-394689.920966644,167155.683696467,0.000482392372764445,-0.000146428034820189,2.0695465600515e-06
256,0.305555555555556,0.226666666666667,101061805.978937,-294209.786836654,177550.345231072,0.000481666994833277,-0.000145775007526275,2.19824236952756e-06
257,0.361111111111111,0.213333333333333,100879015.250165,-432345.33218332,109563.051933086,0.000480993899284857,-0.000146171666224918,1.35649492869535e-06
258,0.347222222222222,0.226666666666667,100733682.634747,-529782.521815456,175956.485820235,0.000480441035196628,-0.000146428034820189,2.17850887206006e-06
259,0.402777777777778,0.213333333333333,100615993.772967,-382759.298597053,69826.6673275507,0.000479670578869267,-0.000145559797288034,8.64520643103009e-07
260,0.388888888888889,0.226666666666667,100480018.072867,-552044.485372823,151400.710050451,0.000479264911516565,-0.000146171666224918,1.87448498157701e-06
261,0.444444444444444,0.213333333333333,100410355.887888,-303262.995187648,43271.5083539654,0.000478577784697351,-0.000144887475055019,5.35742484382429e-07
262,0.430555555555556,0.226666666666667,100297400.41665,-478337.305492081,119614.350435233,0.000478290007658561,-0.000145559797288034,1.48093957681717e-06
263,0.486111111111111,0.213333333333333,100260262.655936,-223083.290885728,25970.4741039547,0.000477748512586675,-0.000144291248036507,3.2153920319182e-07
264,0.472222222222222,0.226666666666667,100173410.76495,-374346.532068904,88816.752503641,0.000477551022497955,-0.000144887475055019,1.09963598337841e-06
265,0.527777777777778,0.213333333333333,100156615.174685,-154845.286564011,14973.7074188478,0.000477157470288828,-0.000143818237328426,1.85388758519069e-07
266,0.513888888888889,0.226666666666667,100093649.554935,-273067.221186072,62667.4733492751,0.000477026522482337,-0.000144291248036507,7.75883003371978e-07
267,0.569444444444445,0.213333333333333,100088530.457836,-102123.749199837,8174.08339544781,0.000476757940869506,-0.000143469918507384,1.01202937276973e-07
268,0.555555555555555,0.226666666666667,100045110.184664,-188296.783570364,42220.7958195862,0.000476674281998737,-0.000143818237328426,5.2273366252821e-07
269,0.611111111111111,0.213333333333333,100045987.166154,-64077.8255923837,4107.13550002705,0.000476501002446819,-0.000143227971311613,5.0850249047954e-08
270,0.597222222222222,0.226666666666667,100017408.967015,-123460.196446337,27179.6436588625,0.000476449747742612,-0.000143469918507384,3.36509873871631e-07
271,0.652777777777778,0.213333333333333,100020840.776808,-38108.8304989263,1774.9667162341,0.000476344159171229,-0.000143068386016864,2.19757783914698e-08
272,0.638888888888889,0.226666666666667,100002897.504688,-77004.7240322232,16662.7886972111,0.000476314280580466,-0.000143227971311613,2.06301193394042e-07
273,0.694444444444445,0.213333333333333,100006980.150388,-21261.2572562136,510.492260663095,0.0004762540882265,-0.000142968358582727,6.32038037011451e-09
274,0.680555555555555,0.226666666666667,99996281.5144607,-45476.6092032529,9642.27905433551,0.000476237735701056,-0.000143068386016864,1.19380597815583e-07
275,0.736111111111111,0.213333333333333,100000089.458096,-10871.0293911137,-122.533119508311,0.000476206432223396,-0.000142909037461047,-1.51707671772194e-09
276,0.722222222222222,0.226666666666667,99994090.4832575,-25128.1573954299,5166.97370857997,0.000476198233002267,-0.000142968358582727,6.39720554395615e-08
277,0.777777777777778,0.213333333333333,99997275.0464847,-4791.72529908642,-401.798595356811,0.000476184345543211,-0.000142876067805926,-4.97464927584623e-09
278,0.763888888888889,0.226666666666667,99994167.020266,-12647.7607400566,2455.58552306038,0.000476180768326133,-0.000142909037461047,3.04024874283666e-08
279,0.819444444444445,0.213333333333333,99996689.1941049,-1403.70956300572,-498.115016541648,0.000476176715747494,-0.000142859097465688,-6.16713830003945e-09
280,0.805555555555555,0.226666666666667,99995243.4188053,-5401.21360290423,916.506720610177,0.000476175541823267,-0.000142876067805926,1.13472260646974e-08
281,0.861111111111111,0.213333333333333,99997207.6257664,475.0374093391,-511.937858190995,0.000476176500545445,-0.000142850891668193,-6.33827824426947e-09
282,0.847222222222222,0.226666666666667,99996619.5551609,-1424.60124621913,131.610311991239,0.000476176413978737,-0.000142859097465688,1.62946100560582e-09
283,0.902777777777778,0.213333333333333,99998176.1056968,1716.62484131381,-498.904647322282,0.000476179338658306,-0.000142846362889846,-6.17691468113302e-09
284,0.888888888888889,0.226666666666667,99997931.2621515,692.128324896097,-172.792373066811,0.000476179636303115,-0.000142850891668193,-2.13933414273194e-09
285,0.944444444444445,0.213333333333333,99999218.8155918,3034.29304789752,-489.408887915131,0.000476182421560369,-0.000142841577864903,-6.0593481360921e-09
286,0.930555555555555,0.226666666666667,99998984.4989385,1959.14281384274,-153.733338863353,0.000476182841695687,-0.000142846362889846,-1.90336514783199e-09
287,0.986111111111111,0.213333333333333,100000086.64633,5177.8439890407,-514.036682010063,0.000476183491872065,-0.000142832610237667,-6.36426368202936e-09
288,0.972222222222222,0.226666666666667,99999612.7833552,3152.48337693512,127.715520062005,0.00047618412875401,-0.000142841577864903,1.58123977219625e-09
289,0.0277777777777778,0.253333333333333,93539089.4382845,18302786.6139876,-2862804.61511876,0.00041927739740042,-4.64711438928465e-05,-3.54442476157561e-05
290,0.0138888888888889,0.266666666666667,97654265.1662805,29296279.5498841,-6793480.55729544,0.000423168482387215,0,-8.41097592808006e-05
291,0.0694444444444444,0.253333333333333,96708665.9347197,11268701.1092718,-2004953.90623023,0.000444419312390182,-8.44947555768767e-05,-2.4823238839041e-05
292,0.0555555555555556,0.266666666666667,100346537.107537,20345020.9147632,-5319822.87339765,0.000448776337300512,-4.64711438928465e-05,-6.58644736706376e-05
293,0.111111111111111,0.253333333333333,99118971.103062,6393452.08741722,-971044.108781644,0.000462861597508747,-0.000111153520207149,-1.20224508706299e-05
294,0.0972222222222222,0.266666666666667,101507970.663667,12708492.5279561,-3236235.65522727,0.000465216299548955,-8.44947555768767e-05,-4.00676795409091e-05
295,0.152777777777778,0.253333333333333,100592225.989467,3272218.81882994,-183729.696041688,0.000474336001637228,-0.000128121185609572,-2.27474861765899e-06
296,0.138888888888889,0.266666666666667,101757686.403888,7185066.67766516,-1496013.40922043,0.000474296030478995,-0.000111153520207149,-1.85220707808244e-05
297,0.194444444444444,0.253333333333333,101280103.058958,1408083.02158749,268149.46005654,0.000480274657868963,-0.000137980704267143,3.31994569593812e-06
298,0.180555555555556,0.266666666666667,101572045.788811,3566164.75863308,-353921.858713626,0.000478581887434385,-0.000128121185609572,-4.38188967931156e-06
299,0.236111111111111,0.253333333333333,101438598.775922,382023.121280711,454318.821699976,0.000482495199235895,-0.000143093126245219,5.6248996972378e-06
300,0.222222222222222,0.266666666666667,101233399.294755,1394071.89232635,261761.294669658,0.000480072274890746,-0.000137980704267143,3.24085412448149e-06
301,0.277777777777778,0.253333333333333,101306126.521066,-120305.313285932,477394.395844593,0.000482581991024054,-0.000145295920331455,5.91059728188544e-06
302,0.263888888888889,0.266666666666667,100886682.537298,216448.249693364,515114.787025702,0.000480103562201855,-0.000143093126245219,6.37761164888964e-06
303,0.319444444444444,0.253333333333333,101054666.283084,-318008.773012891,419853.744339996,0.000481666994833277,-0.000145878136466372,5.19818921563804e-06
304,0.305555555555556,0.266666666666667,100594218.605286,-333877.688019834,557276.509327612,0.000479497056722342,-0.000145295920331455,6.89961392500853e-06
305,0.361111111111111,0.253333333333333,100786447.121374,-353900.899726555,333955.830371977,0.000480441035196628,-0.00014566588112447,4.13469123317686e-06
306,0.347222222222222,0.266666666666667,100373123.635375,-522471.567325849,495747.230840802,0.000478713643359868,-0.000145878136466372,6.13782285802897e-06
307,0.402777777777778,0.253333333333333,100551172.175807,-314864.142237205,247846.174149533,0.000479264911516565,-0.000145143884737997,3.06857167994661e-06
308,0.388888888888889,0.266666666666667,100218616.443405,-524250.103117168,396389.858761067,0.000477980435592097,-0.00014566588112447,4.90768396561322e-06
309,0.444444444444444,0.253333333333333,100365952.061078,-249831.82406719,174126.840511189,0.000478290007658561,-0.000144569606868526,2.15585612061472e-06
310,0.430555555555556,0.266666666666667,100117562.66217,-444946.99632835,294719.103722461,0.00047738593695747,-0.000145143884737997,3.64890318894475e-06
311,0.486111111111111,0.253333333333333,100230591.960796,-183742.545914665,116557.072748929,0.000477551022497955,-0.00014406152444835,1.4430875673677e-06
312,0.472222222222222,0.266666666666667,100055574.70089,-342945.032123391,206937.182249927,0.00047694503909775,-0.000144569606868526,2.56207939928482e-06
313,0.527777777777778,0.253333333333333,100137353.984406,-127385.789616644,74436.3097995385,0.000477026522482337,-0.00014365996183304,9.21592407041906e-07
314,0.513888888888889,0.266666666666667,100020171.361386,-246868.725737732,138160.093653791,0.000476639199900511,-0.00014406152444835,1.71055354047551e-06
315,0.569444444444445,0.253333333333333,100076444.60748,-83848.7075141147,45205.2082906475,0.000476674281998737,-0.000143365628998849,5.5968353121754e-07
316,0.555555555555555,0.266666666666667,100001754.574327,-168065.612640183,87828.9907478712,0.000476438925038664,-0.00014365996183304,1.0874065521165e-06
317,0.611111111111111,0.253333333333333,100038706.893724,-52467.1074147001,25861.3719502611,0.000476449747742612,-0.000143162281788247,3.2018841462228e-07
318,0.597222222222222,0.266666666666667,99993521.4686236,-108725.649171185,52969.8929137841,0.000476314948397023,-0.000143365628998849,6.55817721789708e-07
319,0.652777777777778,0.253333333333333,100016673.092344,-31086.0985130072,13645.5166839789,0.000476314280580466,-0.00014302899060103,1.68944492277834e-07
320,0.638888888888889,0.266666666666667,99990957.1171365,-66792.0403909981,29992.0054072822,0.000476242832044066,-0.000143162281788247,3.71329590756827e-07
321,0.694444444444445,0.253333333333333,100004750.179665,-17247.7251898646,6307.49115974242,0.000476237735701056,-0.000142946060852806,7.8092747692049e-08
322,0.680555555555555,0.266666666666667,99991242.9292933,-38715.1474282071,15569.0758760255,0.000476204083207247,-0.00014302899060103,1.92759987036506e-07
323,0.736111111111111,0.253333333333333,99999007.6014007,-8737.76358481497,2149.38572743414,0.000476198233002267,-0.000142897333542881,2.66114423396607e-08
324,0.722222222222222,0.266666666666667,99992730.5465812,-20853.6151149161,6986.23989959229,0.00047618565062436,-0.000142946060852806,8.64963035187617e-08
325,0.777777777777778,0.253333333333333,99996828.951511,-3774.65658988804,-35.1325921279745,0.000476180768326133,-0.000142870587343063,-4.34974950155875e-10
326,0.763888888888889,0.266666666666667,99994530.2923459,-10080.9563012421,2201.69504415243,0.000476178831329697,-0.000142897333542881,2.72590814990301e-08
327,0.819444444444445,0.253333333333333,99996559.1879341,-1015.31650687754,-1057.68437720083,0.000476175541823267,-0.000142857062251843,-1.30951399082008e-08
328,0.805555555555555,0.266666666666667,99996214.0836505,-3959.11694805324,-224.5288462679,0.000476178103898738,-0.000142870587343063,-2.77988095379305e-09
329,0.861111111111111,0.253333333333333,99997203.0920395,520.521682675928,-1433.00506893399,0.000476176413978737,-0.000142850668599663,-1.77419675201351e-08
330,0.847222222222222,0.266666666666667,99997612.956671,-699.185885798186,-1248.05916884763,0.000476180108154461,-0.000142857062251843,-1.54521611381135e-08
331,0.902777777777778,0.253333333333333,99998189.6341265,1553.36824145541,-1460.61350212184,0.000476179636303115,-0.000142847159628555,-1.80837862167466e-08
332,0.888888888888889,0.266666666666667,99998685.9355153,965.374725420028,-1458.04427598428,0.000476182839633799,-0.000142850668599663,-1.80519767502816e-08
333,0.944444444444445,0.253333333333333,99999195.3723938,2662.05433150753,-1278.93916530948,0.000476182841695687,-0.000142843316939936,-1.58344849038317e-08
334,0.930555555555555,0.266666666666667,99999444.0579133,1929.69537749514,-1168.64053578103,0.000476185072139524,-0.000142847159628555,-1.44688828239556e-08
335,0.986111111111111,0.253333333333333,100000002.865694,4452.75783813,-883.013593934872,0.00047618412875401,-0.000142835943342238,-1.09325492582413e-08
336,0.972222222222222,0.266666666666667,99999903.3334254,2874.44264097139,-461.100808357424,0.000476185909526824,-0.000142843316939936,-5.70886715109192e-09
337,0.0277777777777778,0.293333333333333,93831153.3606379,16552573.5310756,-5991187.35684068,0.000423168482387215,-5.52227260815038e-05,-7.41766053704084e-05
338,0.0138888888888889,0.306666666666667,99854840.8018135,29956452.2405441,-11075365.7796151,0.000432704310141192,0,-0.000137123576319044
339,0.0694444444444444,0.293333333333333,97046311.5308518,9344268.99248083,-4141165.57925847,0.000448776337300512,-9.41410688894034e-05,-5.12715738384382e-05
340,0.0555555555555556,0.306666666666667,101670913.972567,18904501.7146544,-7862573.03868677,0.000457140778372243,-5.52227260815038e-05,-9.7346142383741e-05
341,0.111111111111111,0.293333333333333,99189702.2592352,4980931.17984878,-2142623.43938433,0.000465216299548955,-0.000117980854752008,-2.65277187733298e-05
342,0.0972222222222222,0.306666666666667,101612349.75933,10714080.4610242,-4272655.2953327,0.00046856250295725,-9.41410688894034e-05,-5.28995417517382e-05
343,0.152777777777778,0.293333333333333,100335429.749447,2444211.16286068,-691927.978663883,0.000474296030478995,-0.000131697227437969,-8.56672735488617e-06
344,0.138888888888889,0.306666666666667,101034286.948991,5534306.58677539,-1664059.57983336,0.000473209499871228,-0.000117980854752008,-2.06026424169844e-05
345,0.194444444444444,0.293333333333333,100809801.896963,1025351.7858057,149073.567416482,0.000478581887434385,-0.000139131375158491,1.84567273944216e-06
346,0.180555555555556,0.306666666666667,100489402.679507,2490403.04187862,-122905.847231508,0.000474963246509254,-0.000131697227437969,-1.52169144191391e-06
347,0.236111111111111,0.293333333333333,100898248.217266,276901.634030394,531059.262424264,0.000480072274890746,-0.000142821775386425,6.5750194395385e-06
348,0.222222222222222,0.306666666666667,100122099.389786,819041.03365273,621029.354112145,0.00047560184323662,-0.000139131375158491,7.68893486043608e-06
349,0.277777777777778,0.293333333333333,100797788.81215,-79864.1674659736,629495.277555814,0.000480103562201855,-0.000144377146719576,7.79375105545294e-06
350,0.263888888888889,0.306666666666667,99921415.4696827,-16148.1902445406,867663.462371885,0.000475839332984553,-0.000142821775386425,1.07425000103186e-05
351,0.319444444444444,0.293333333333333,100629040.738811,-217803.909602761,580885.398157749,0.000479497056722342,-0.000144792933958315,7.19191445338165e-06
352,0.305555555555556,0.306666666666667,99836907.3602785,-368128.603027344,847939.152752521,0.00047593974257708,-0.000144377146719576,1.04982942721741e-05
353,0.361111111111111,0.293333333333333,100457195.304763,-242232.669364825,473209.117677534,0.000478713643359868,-0.000144663767908541,5.85877955219805e-06
354,0.347222222222222,0.306666666666667,99820923.457062,-460239.09412748,711938.364825362,0.000475995215168096,-0.000144792933958315,8.81447499307591e-06
355,0.402777777777778,0.293333333333333,100311412.744511,-214929.099432949,355583.144290601,0.000477980435592097,-0.000144325490108505,4.40245797693126e-06
356,0.388888888888889,0.306666666666667,99839256.4632086,-427614.321831077,545414.733589647,0.0004760359083798,-0.000144663767908541,6.75275384444325e-06
357,0.444444444444444,0.293333333333333,100200046.136203,-170002.082884919,251297.353071013,0.00047738593695747,-0.000143952456779742,3.11130056183159e-06
358,0.430555555555556,0.306666666666667,99870630.5602055,-347163.75472448,390905.707542611,0.000476070379460109,-0.000144325490108505,4.83978495052756e-06
359,0.486111111111111,0.293333333333333,100121075.415567,-124609.316536121,168497.214294009,0.00047694503909775,-0.000143623485434315,2.08615598649726e-06
360,0.472222222222222,0.306666666666667,99903333.0942664,-259015.995465994,265087.004330069,0.00047610018044241,-0.000143952456779742,3.2820295774199e-06
361,0.527777777777778,0.293333333333333,100068409.637966,-86074.4704711623,107452.406101028,0.000476639199900511,-0.000143364749342195,1.33036312315558e-06
362,0.513888888888889,0.306666666666667,99931863.3566909,-181372.934198819,170766.304531039,0.000476125120175955,-0.000143623485434315,2.11424948467001e-06
363,0.569444444444445,0.293333333333333,100035246.715595,-56425.141747646,64981.2034370303,0.000476438925038664,-0.000143176186459172,8.04529185410852e-07
364,0.555555555555555,0.306666666666667,99954368.8114083,-120286.718438476,104329.415499597,0.000476145022985428,-0.000143364749342195,1.2916975252331e-06
365,0.611111111111111,0.293333333333333,100015598.019823,-35137.1451724209,36899.0570584148,0.000476314948397023,-0.000143046745481521,4.56845468342279e-07
366,0.597222222222222,0.306666666666667,99970911.7864444,-75725.6204928458,59960.4271838474,0.000476160140345678,-0.000143176186459172,7.42367193704778e-07
367,0.652777777777778,0.293333333333333,100004787.603258,-20690.419984296,19225.9240951042,0.000476242832044066,-0.000142962508099818,2.38035250701291e-07
368,0.638888888888889,0.306666666666667,99982398.4271252,-45097.022981815,31794.0976284901,0.000476171083495332,-0.000143046745481521,3.93641208733687e-07
369,0.694444444444445,0.293333333333333,99999443.8124522,-11378.870232068,8673.56135055756,0.000476204083207247,-0.000142910533399846,1.07386950054522e-07
370,0.680555555555555,0.306666666666667,99989973.8519663,-25134.5453719385,14844.3279684017,0.0004761786391218,-0.000142962508099818,1.83786917704021e-07
371,0.736111111111111,0.293333333333333,99997283.1770597,-5678.18018677458,2750.12810797463,0.00047618565062436,-0.000142880300634784,3.40492051463526e-08
372,0.722222222222222,0.306666666666667,99994718.5411527,-12796.4516219012,5266.26708844634,0.000476183607031616,-0.000142910533399846,6.52014020474309e-08
373,0.777777777777778,0.293333333333333,99996843.9821376,-2368.65699561685,-314.054946031355,0.000476178831329697,-0.000142863913579223,-3.88829933181678e-09
374,0.763888888888889,0.306666666666667,99997524.5746607,-5605.76090646535,294.823855450057,0.000476186696680632,-0.000142880300634784,3.65020011509594e-09
375,0.819444444444445,0.293333333333333,99997241.6991167,-533.732060596347,-1704.66547338214,0.000476178103898738,-0.000142855744008551,-2.11053820513979e-08
376,0.805555555555555,0.306666666666667,99999069.653787,-1700.95550080016,-1943.85444474396,0.000476188475906844,-0.000142863913579223,-2.40667693158776e-08
377,0.861111111111111,0.293333333333333,99997971.4019416,495.631682775915,-2166.1713336324,0.000476180108154461,-0.000142851884709046,-2.68192641306869e-08
378,0.847222222222222,0.306666666666667,99999837.0206649,244.864403866231,-2644.51088415059,0.000476189350292113,-0.000142855744008551,-3.27415633275788e-08
379,0.902777777777778,0.293333333333333,99998758.9063379,1208.61080076918,-2122.09715881381,0.000476182839633799,-0.00014284961457667,-2.62735838710282e-08
380,0.888888888888889,0.306666666666667,100000151.093734,1149.53922038898,-2510.94192249594,0.00047618955348556,-0.000142851884709046,-3.10878523737592e-08
381,0.944444444444445,0.293333333333333,99999453.2654222,1960.38707383722,-1757.6118551362,0.000476185072139524,-0.000142847026631204,-2.17609086826387e-08
382,0.930555555555555,0.306666666666667,100000219.268127,1646.71933759749,-1901.53910377292,0.000476189167868219,-0.00014284961457667,-2.35428650943313e-08
383,0.986111111111111,0.293333333333333,99999948.8565099,3026.18625612184,-1024.91125668534,0.000476185909526824,-0.000142842659384271,-1.26893774637232e-08
