"x","sigma_x_uniform","sigma_x_fixed","sigma_y","tau_xy"
0.641666666666667,100,100.000366968988,-0.000165136044624289,0.0566655308470123
0.645833333333333,100,100.000343720271,-0.000154674121901615,0.0548411857280094
0.65,100,100.000321944424,-0.000144874991003352,0.0530755743544297
0.654166666666667,100,100.00030154814,-0.000135696662976927,0.0513668059198263
0.658333333333333,100,100.00028244402,-0.000127099808847225,0.0497130504795141
0.6625,100,100.000264550203,-0.000119047591119715,0.0481125369923481
0.666666666666667,100,100.000247790013,-0.000111505505955663,0.0465635514254304
0.670833333333333,100,100.000232091634,-0.000104441235343674,0.0450644349197318
0.675,100,100.000217387797,-9.78245086345497e-05,0.0436135820146776
0.679166666666667,100,100.000203615495,-9.16269728465432e-05,0.0422094389298057
0.683333333333333,100,100.000190715714,-8.58220711855908e-05,0.0408505019016702
0.6875,100,100.000178633176,-8.03849292602936e-05,0.0395353155742172
0.691666666666667,100,100.000167316108,-7.52922485043262e-05,0.038262471440919
0.695833333333333,100,100.000156716014,-7.05222063498185e-05,0.0370306063370062
0.7,100,100.000146787473,-6.60543627241493e-05,0.0358384009801893
0.704166666666667,100,100.000137487939,-6.18695724696594e-05,0.0346845785583151
0.708333333333333,100,100.000128777563,-5.79499033111529e-05,0.0335679033624497
0.7125,100,100.00012061902,-5.42785590198088e-05,0.0324871794639317
0.716666666666667,100,100.00011297735,-5.08398074443675e-05,0.0314412494339806
0.720833333333333,100,100.000105819807,-4.76189131013097e-05,0.030428993104497
0.725,100,100.00009911572,-4.46020740352574e-05,0.0294493263687289
0.729166666666667,100,100.000092836362,-4.17763626791193e-05,0.0285012000205253
0.733333333333333,100,100.000086954823,-3.91296704606284e-05,0.0275835986309347
0.7375,100,100.000081445902,-3.66506559179692e-05,0.0266955394609519
0.741666666666667,100,100.000076285991,-3.43286961022136e-05,0.0258360714092478
0.745833333333333,100,100.00007145298,-3.21538410583694e-05,0.0250042739937604
0.75,100,100.000066926158,-3.0116771190027e-05,0.024199256366057
0.754166666666667,100,100.000062686127,-2.82087573249422e-05,0.0234201563574147
0.758333333333333,100,100.000058714718,-2.64216233104633e-05,0.0226661395555991
0.7625,100,100.000054994913,-2.47477109785453e-05,0.0219363984113547
0.766666666666667,100,100.000051510772,-2.31798473302475e-05,0.0212301513736503
0.770833333333333,100,100.000048247364,-2.1711313799114e-05,0.0205466420527562
0.775,100,100.000045190705,-2.03358174617479e-05,0.0198851384102572
0.779166666666667,100,100.000042327698,-1.90474640722253e-05,0.0192449319751343
0.783333333333333,100,100.000039646073,-1.78407328048145e-05,0.018625337085079
0.7875,100,100.000037134339,-1.67104525967799e-05,0.0180256901522255
0.791666666666667,100,100.000034781733,-1.56517799899064e-05,0.0174453489525177
0.795833333333333,100,100.000032578174,-1.46601783758036e-05,0.0168836919379492
0.8,100,100.000030514219,-1.37313985560573e-05,0.0163401175709411
0.804166666666667,100,100.000028581023,-1.28614605339366e-05,0.015814043680145
0.808333333333333,100,100.000026770303,-1.20466364596339e-05,0.0153049068369825
0.8125,100,100.000025074299,-1.12834346559638e-05,0.0148121617522524
0.816666666666667,100,100.000023485744,-1.05685846560709e-05,0.014335280692162
0.820833333333333,100,100.000021997829,-9.89902318903644e-06,0.0138737529131559
0.825,100,100.00002060418,-9.27188105333246e-06,0.0134270841149375
0.829166666666667,100,100.000019298824,-8.68447082187772e-06,0.0129947959110987
0.833333333333333,100,100.000018076167,-8.13427532601195e-06,0.0125764253167904
0.8375,100,100.000016930971,-7.61893686904287e-06,0.0121715242528852
0.841666666666667,100,100.000015858327,-7.13624712314604e-06,0.011779659066102
0.845833333333333,100,100.000014853639,-6.68413766632635e-06,0.0114004100645789
0.85,100,100.000013912602,-6.26067111889136e-06,0.0110333710683963
0.854166666666667,100,100.000013031184,-5.86403284145657e-06,0.0106781489745702
0.858333333333333,100,100.000012205607,-5.49252315890814e-06,0.0103343633360493
0.8625,100,100.000011432333,-5.14455007700238e-06,0.0100016459542649
0.866666666666667,100,100.00001070805,-4.81862246039233e-06,0.00967964048479775
0.870833333333333,100,100.000010029653,-4.51334364284888e-06,0.00936800205574043
0.875,100,100.000009394234,-4.22740544229557e-06,0.00906639689834455
0.879166666666667,100,100.000008799072,-3.95958255501127e-06,0.00877450198955952
0.883333333333333,100,100.000008241616,-3.70872730497917e-06,0.00849200470607877
0.8875,100,100.000007719477,-3.47376472588276e-06,0.00821860248952353
0.891666666666667,100,100.000007230418,-3.25368795467428e-06,0.00795400252240542
0.895833333333333,100,100.000006772342,-3.04755391697707e-06,0.00769792141452114
0.9,100,100.000006343287,-2.85447928583278e-06,0.00745008489944318
0.904166666666667,100,100.000005941415,-2.6736366964764e-06,0.00721022754078161
0.908333333333333,100,100.000005565003,-2.50425120091906e-06,0.00697809244790264
0.9125,100,100.000005212438,-2.34559694714565e-06,0.00675343100079914
0.916666666666667,100,100.000004882209,-2.19699406869752e-06,0.00653600258381887
0.920833333333333,100,100.000004572902,-2.05780577131146e-06,0.00632557432796496
0.925,100,100.00000428319,-1.92743560413085e-06,0.00612192086149298
0.929166666666667,100,100.000004011833,-1.80532490379569e-06,0.00592482406853721
0.933333333333333,100,100.000003757668,-1.69095040045902e-06,0.00573407285550792
0.9375,100,100.000003519604,-1.58382197547119e-06,0.00554946292500925
0.941666666666667,100,100.000003296623,-1.48348056112324e-06,0.00537079655703574
0.945833333333333,100,100.000003087769,-1.38949617344939e-06,0.00519788239721313
0.95,100,100.000002892147,-1.301466069659e-06,0.00503053525185662
0.954166666666667,100,100.000002708918,-1.21901302230218e-06,0.00486857588962722
0.958333333333333,100,100.000002537297,-1.1417837027736e-06,0.00471183084957358
0.9625,100,100.000002376549,-1.06944716722742e-06,0.00456013225535403
0.966666666666667,100,100.000002225985,-1.0016934384154e-06,0.00441331763543952
0.970833333333333,100,100.00000208496,-9.38232177370982e-07,0.00427122974910517
0.975,100,100.00000195287,-8.78791439247235e-07,0.00413371641802401
0.979166666666667,100,100.000001829148,-8.23116507977338e-07,0.00400063036328244
0.983333333333333,100,100.000001713264,-7.70968804763773e-07,0.00387182904764306
0.9875,100,100.000001604722,-7.22124865718963e-07,0.00374717452288571
0.991666666666667,100,100.000001503056,-6.76375384276351e-07,0.00362653328206346
0.995833333333333,100,100.000001407832,-6.33524314268438e-07,0.00350977611651516
1,100,100.00000131864,-5.93388029828314e-07,0.0033967779774814
