"x","y","sigma_x","sigma_y","tau_xy","sigma_x_uniform","sigma_y_uniform","tau_xy_uniform","eps_x_uniform","eps_y_uniform","gamma_xy_uniform","u_uniform","v_uniform","eps_x","eps_y","gamma_xy","u_fixed","v_fixed_raw","v_fixed"
0,-0.12,74190240.9830353,11614391.5576341,8026917.17663611,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.71428571428571e-05,0.0003366948738845,-5.06794320822689e-05,9.93808793297804e-05,0,4.01412827743333e-07,0
0,-0.116,75452408.4665594,11046416.1900483,8112286.54829416,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.65714285714286e-05,0.00034351658861688,-5.51871730948548e-05,0.000100437833455071,0,1.80664135363914e-07,0
0,-0.112,76664065.957271,10501170.3192281,8195367.90864557,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.6e-05,0.000350065308864298,-5.95145212759678e-05,0.000101466459821326,0,-5.73939497399578e-08,0
0,-0.108,77838224.3685357,9972799.03415892,8278074.92824116,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.54285714285714e-05,0.000356411355515657,-6.37079441733419e-05,0.00010249045149251,0,-3.12225726433326e-07,0
0,-0.104,78988175.7037066,9455320.93333203,8361373.72846764,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.48571428571429e-05,0.000362626568684319,-6.78149132275235e-05,0.000103521769971504,0,-5.8348537934342e-07,0
0,-0.1,80126620.5844703,8943020.73698839,8445337.264496,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.42857142857143e-05,0.000368779592206542,-7.18807878016795e-05,0.000104561318512808,0,-8.71008530550138e-07,0
0,-0.096,81264897.4196145,8430796.16117346,8529246.00687228,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.37142857142857e-05,0.000374931707482202,-7.5946062212909e-05,0.000105600188656514,0,-1.17479277940177e-06,0
0,-0.092,82412350.5490515,7914442.25292684,8611726.65905382,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.31428571428571e-05,0.000381133418443683,-8.00441091037552e-05,0.000106621377683523,0,-1.4949692158168e-06,0
0,-0.088,83575865.2341646,7390860.64462595,8690918.86447299,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.25714285714286e-05,0.000387421938289413,-8.41995186934449e-05,0.000107601852607761,0,-1.83176729059058e-06,0
0,-0.084,84759586.6389913,6858186.01245393,8764658.70810129,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.2e-05,0.000393819670644072,-8.84270951392546e-05,0.000108514822100302,0,-2.18547567114759e-06,0
0,-0.08,85964828.6127115,6315827.12427983,8830667.35248694,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.14285714285714e-05,0.000400333716549655,-9.27315307596839e-05,0.000109332071983172,0,-2.55640179418633e-06,0
0,-0.076,87190166.8179613,5764424.93191744,8886733.37426769,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.08571428571429e-05,0.000406956377801838,-9.71077386355759e-05,0.000110026222729029,0,-2.94483274872863e-06,0
0,-0.072,88431700.20719,5205734.90676449,8930878.2509247,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.02857142857143e-05,0.000413666570167432,-0.00010154178645425,0.000110572778344782,0,-3.35099989454563e-06,0
0,-0.068,89683455.6277737,4642444.96750182,8961495.91781164,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,9.71428571428572e-06,0.000420432010178682,-0.000106012341527763,0.000110951854220525,0,-3.77504926065669e-06,0
0,-0.064,90937902.9403162,4077943.67685772,8977459.26810109,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,9.14285714285714e-06,0.000427211999225042,-0.000110492510501129,0.000111149495700299,0,-4.21701930266121e-06,0
0,-0.06,92186542.8471018,3516055.71880419,8978188.77301484,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,8.57142857142857e-06,0.000433960600626003,-0.000114951938739649,0.000111158527665898,0,-4.6768270576198e-06,0
0,-0.056,93420526.8913249,2960762.89890378,8963680.90859647,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,8e-06,0.000440629990579304,-0.000119359024611875,0.000110978906487385,0,-5.1542631560673e-06,0
0,-0.052,94631268.8920155,2415928.99859303,8934496.63190794,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,7.42857142857143e-06,0.000447173762821131,-0.00012368310318577,0.000110617577347432,0,-5.64899556881038e-06,0
0,-0.048,95811009.3590769,1885045.78841541,8891712.59856069,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,6.85714285714286e-06,0.000453549979155011,-0.000127896461996703,0.000110087870267894,0,-6.16058141679719e-06,0
0,-0.044,96953298.9744384,1371015.46150272,8836840.01005333,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,6.28571428571429e-06,0.000459723782552322,-0.000131976067765851,0.000109408495362565,0,-6.6884856878606e-06,0
0,-0.04,98053373.684329,875981.842051952,8771717.7976163,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,5.71428571428572e-06,0.000465669424436731,-0.000135904906015461,0.00010860222035144,0,-7.23210531192244e-06,0
0,-0.036,99108401.8716416,401219.157761278,8698388.1895265,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,5.14285714285714e-06,0.000471371600591968,-0.000139672863827291,0.000107694329965566,0,-7.79079676723161e-06,0
0,-0.032,100117592.935978,-52916.8211899475,8618963.50325467,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,4.57142857142857e-06,0.000476826038011117,-0.000143277117628492,0.000106710976706963,0,-8.36390523774558e-06,0
0,-0.028,101082165.828194,-486974.622687372,8535493.21964476,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,4e-06,0.000482039324833335,-0.000146722020814979,0.000105677535100364,0,-8.95079332100549e-06,0
0,-0.024,102005185.084521,-902333.288034546,8449840.03732475,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,3.42857142857143e-06,0.000487028024147293,-0.000150018518159004,0.000104617067128783,0,-9.55086739364151e-06,0
0,-0.02,102891280.129354,-1301076.05820927,8363572.7108477,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,2.85714285714286e-06,0.000491817156889603,-0.000153183143319121,0.000103548995467638,0,-1.0163599966918e-05,0
0,-0.016,103746270.574343,-1685821.75845417,8277882.11701701,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,2.28571428571429e-06,0.000496438176675613,-0.000156236680622652,0.000102488064305925,0,-1.07885466894086e-05,0
0,-0.012,104576725.534091,-2059526.49034091,8193525.2689186,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.71428571428572e-06,0.000500926588005682,-0.000159202591193182,0.000101443646186611,0,-1.14253570541813e-05,0
0,-0.00800000000000001,105389488.319195,-2425269.74363757,8110800.0252317,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,1.14285714285714e-06,0.000505319377344218,-0.000162105315425695,0.000100419428883821,0,-1.20737783158841e-05,0
0,-0.004,106191199.098367,-2786039.5942651,8029551.15484735,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,5.71428571428572e-07,0.000509652433222126,-0.000164968568208453,9.94134904885863e-05,0,-1.27336525887179e-05,0
0,0,106987847.222222,-3144531.25,7949206.34920635,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,0,0.000513958126653439,-0.000167813740079365,9.84187452758881e-05,0,-1.34049075490354e-05,0
0,0.004,107784381.985921,-3502971.89366425,7868838.85810448,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-5.71428571428572e-07,0.000518263207400094,-0.000170658507092573,9.74237191955793e-05,0,-1.40875415774057e-05,0
0,0.00800000000000001,108584405.915134,-3862982.66181008,7787251.77740379,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-1.14285714285714e-06,0.000522587146255602,-0.000173515735411191,9.64135934345231e-05,0,-1.47816045190504e-05,0
0,0.012,109389968.53569,-4225485.8410603,7703077.73771195,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-1.71428571428571e-06,0.000526941020419084,-0.00017639274477032,9.5371438657386e-05,0,-1.54871754981317e-05,0
0,0.016,110201471.460972,-4590662.15743746,7614886.90457809,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-2.28571428571428e-06,0.000531327000515254,-0.000179290969503472,9.42795521519191e-05,0,-1.62043393761456e-05,0
0,0.02,111017687.98617,-4957959.59377637,7521295.84628328,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-2.85714285714286e-06,0.000535738456496679,-0.000182206028522035,9.31208057158882e-05,0,-1.69331634902338e-05,0
0,0.024,111835892.720862,-5326151.72438813,7421069.96615575,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-3.42857142857143e-06,0.000540160658277043,-0.000185128188288795,9.18799138666902e-05,0,-1.76736762433889e-05,0
0,0.028,112652089.617126,-5693440.3277067,7313212.81179497,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-4e-06,0.000544572008168752,-0.000188043177204021,9.05445395746043e-05,0,-1.8425848952205e-05,0
0,0.032,113461320.513769,-6057594.23119592,7197036.61286131,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-4.57142857142857e-06,0.000548945708491083,-0.000190933287549174,8.91061675878067e-05,0,-1.91895821024017e-05,0
0,0.036,114258031.403126,-6416114.13140658,7072209.78514396,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-5.14285714285714e-06,0.000553251741154989,-0.000193778683582592,8.75606925779728e-05,0,-1.99646968367321e-05,0
0,0.04,115036470.326488,-6766411.64691982,6938778.77359258,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-5.71428571428571e-06,0.000557459018193164,-0.000196558822594602,8.59086895778129e-05,0,-2.07509321271105e-05,0
0,0.044,115791089.299068,-7105990.18458054,6797163.37885182,1e+08,0,0,0.000476190476190476,-0.000142857142857143,0,0,-6.28571428571428e-06,0.000561537554068772,-0.000199253890353814,8.41553561191178e-05,0,-2.15479476885258e-05,0
